# NASA OMNI Data for Comparison with SuperDARN MSTID Index
# Data re-processed by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# radar: fhw
# lat: 43.3
# lon: -102.7
# season: 20201101_20210501
#
datetime_ut,OMNI_R_Sunspot_Number,OMNI_Dst,OMNI_F10.7,OMNI_AE
2020-11-07 22:00:00,38.0,-9.0,88.9,
2020-11-08 00:00:00,44.0,-8.0,88.3,
2020-11-08 02:00:00,44.0,-8.0,88.3,
2020-11-08 04:00:00,44.0,-4.5,88.3,
2020-11-08 06:00:00,44.0,-9.0,88.3,
2020-11-08 08:00:00,44.0,-5.5,88.3,
2020-11-08 10:00:00,44.0,-7.0,88.3,
2020-11-08 12:00:00,44.0,-7.0,88.3,
2020-11-08 14:00:00,44.0,-2.5,88.3,
2020-11-08 16:00:00,44.0,-5.0,88.3,
2020-11-08 18:00:00,44.0,-0.5,88.3,
2020-11-08 20:00:00,44.0,2.5,88.3,
2020-11-08 22:00:00,44.0,0.0,88.3,
2020-11-09 00:00:00,28.0,-4.0,88.3,
2020-11-09 02:00:00,28.0,-4.5,88.3,
2020-11-09 04:00:00,28.0,-0.5,88.3,
2020-11-09 06:00:00,28.0,1.5,88.3,
2020-11-09 08:00:00,28.0,-2.0,88.3,
2020-11-09 10:00:00,28.0,-2.0,88.3,
2020-11-09 12:00:00,28.0,-1.0,88.3,
2020-11-09 14:00:00,28.0,-0.5,88.3,
2020-11-09 16:00:00,28.0,0.0,88.3,
2020-11-09 18:00:00,28.0,1.0,88.3,
2020-11-09 20:00:00,28.0,1.0,88.3,
2020-11-09 22:00:00,28.0,0.0,88.3,
2020-11-10 00:00:00,27.0,1.0,85.1,
2020-11-10 02:00:00,27.0,4.0,85.1,
2020-11-10 04:00:00,27.0,5.0,85.1,
2020-11-10 06:00:00,27.0,6.0,85.1,
2020-11-10 08:00:00,27.0,7.0,85.1,
2020-11-10 10:00:00,27.0,8.5,85.1,
2020-11-10 12:00:00,27.0,10.0,85.1,
2020-11-10 14:00:00,27.0,8.5,85.1,
2020-11-10 16:00:00,27.0,4.5,85.1,
2020-11-10 18:00:00,27.0,3.0,85.1,
2020-11-10 20:00:00,27.0,5.0,85.1,
2020-11-10 22:00:00,27.0,4.0,85.1,
2020-11-11 00:00:00,31.0,2.5,86.3,
2020-11-11 02:00:00,31.0,2.5,86.3,
2020-11-11 04:00:00,31.0,2.5,86.3,
2020-11-11 06:00:00,31.0,2.5,86.3,
2020-11-11 08:00:00,31.0,3.5,86.3,
2020-11-11 10:00:00,31.0,6.0,86.3,
2020-11-11 12:00:00,31.0,15.5,86.3,
2020-11-11 14:00:00,31.0,17.5,86.3,
2020-11-11 16:00:00,31.0,8.5,86.3,
2020-11-11 18:00:00,31.0,12.0,86.3,
2020-11-11 20:00:00,31.0,10.5,86.3,
2020-11-11 22:00:00,31.0,1.0,86.3,
2020-11-12 00:00:00,30.0,0.5,83.3,
2020-11-12 02:00:00,30.0,-0.5,83.3,
2020-11-12 04:00:00,30.0,4.0,83.3,
2020-11-12 06:00:00,30.0,3.5,83.3,
2020-11-12 08:00:00,30.0,-4.0,83.3,
2020-11-12 10:00:00,30.0,-1.0,83.3,
2020-11-12 12:00:00,30.0,4.0,83.3,
2020-11-12 14:00:00,30.0,3.5,83.3,
2020-11-12 16:00:00,30.0,1.5,83.3,
2020-11-12 18:00:00,30.0,4.0,83.3,
2020-11-12 20:00:00,30.0,2.5,83.3,
2020-11-12 22:00:00,30.0,3.5,83.3,
2020-11-13 00:00:00,25.0,0.0,80.2,
2020-11-13 02:00:00,25.0,-5.5,80.2,
2020-11-13 04:00:00,25.0,-7.0,80.2,
2020-11-13 06:00:00,25.0,-7.5,80.2,
2020-11-13 08:00:00,25.0,-2.5,80.2,
2020-11-13 10:00:00,25.0,-3.5,80.2,
2020-11-13 12:00:00,25.0,-1.0,80.2,
2020-11-13 14:00:00,25.0,-1.0,80.2,
2020-11-13 16:00:00,25.0,-3.5,80.2,
2020-11-13 18:00:00,25.0,-3.5,80.2,
2020-11-13 20:00:00,25.0,-2.5,80.2,
2020-11-13 22:00:00,25.0,2.5,80.2,
2020-11-14 00:00:00,22.0,5.0,78.5,
2020-11-14 02:00:00,22.0,2.0,78.5,
2020-11-14 04:00:00,22.0,2.0,78.5,
2020-11-14 06:00:00,22.0,-0.5,78.5,
2020-11-14 08:00:00,22.0,2.0,78.5,
2020-11-14 10:00:00,22.0,5.5,78.5,
2020-11-14 12:00:00,22.0,5.0,78.5,
2020-11-14 14:00:00,22.0,3.0,78.5,
2020-11-14 16:00:00,22.0,2.5,78.5,
2020-11-14 18:00:00,22.0,-1.0,78.5,
2020-11-14 20:00:00,22.0,1.5,78.5,
2020-11-14 22:00:00,22.0,1.5,78.5,
2020-11-15 00:00:00,6.0,-3.5,76.9,
2020-11-15 02:00:00,6.0,-3.5,76.9,
2020-11-15 04:00:00,6.0,-1.5,76.9,
2020-11-15 06:00:00,6.0,2.5,76.9,
2020-11-15 08:00:00,6.0,6.0,76.9,
2020-11-15 10:00:00,6.0,6.0,76.9,
2020-11-15 12:00:00,6.0,5.5,76.9,
2020-11-15 14:00:00,6.0,2.5,76.9,
2020-11-15 16:00:00,6.0,0.0,76.9,
2020-11-15 18:00:00,6.0,3.5,76.9,
2020-11-15 20:00:00,6.0,4.5,76.9,
2020-11-15 22:00:00,6.0,6.5,76.9,
2020-11-16 00:00:00,0.0,7.5,74.9,
2020-11-16 02:00:00,0.0,5.0,74.9,
2020-11-16 04:00:00,0.0,4.0,74.9,
2020-11-16 06:00:00,0.0,4.5,74.9,
2020-11-16 08:00:00,0.0,4.5,74.9,
2020-11-16 10:00:00,0.0,2.5,74.9,
2020-11-16 12:00:00,0.0,0.5,74.9,
2020-11-16 14:00:00,0.0,1.0,74.9,
2020-11-16 16:00:00,0.0,2.5,74.9,
2020-11-16 18:00:00,0.0,7.0,74.9,
2020-11-16 20:00:00,0.0,12.0,74.9,
2020-11-16 22:00:00,0.0,17.0,74.9,
2020-11-17 00:00:00,12.0,15.5,77.3,
2020-11-17 02:00:00,12.0,10.0,77.3,
2020-11-17 04:00:00,12.0,9.0,77.3,
2020-11-17 06:00:00,12.0,10.5,77.3,
2020-11-17 08:00:00,12.0,12.0,77.3,
2020-11-17 10:00:00,12.0,8.0,77.3,
2020-11-17 12:00:00,12.0,4.5,77.3,
2020-11-17 14:00:00,12.0,1.0,77.3,
2020-11-17 16:00:00,12.0,4.0,77.3,
2020-11-17 18:00:00,12.0,5.5,77.3,
2020-11-17 20:00:00,12.0,6.5,77.3,
2020-11-17 22:00:00,12.0,6.0,77.3,
2020-11-18 00:00:00,12.0,3.5,75.5,
2020-11-18 02:00:00,12.0,6.5,75.5,
2020-11-18 04:00:00,12.0,2.0,75.5,
2020-11-18 06:00:00,12.0,-3.0,75.5,
2020-11-18 08:00:00,12.0,1.5,75.5,
2020-11-18 10:00:00,12.0,3.0,75.5,
2020-11-18 12:00:00,12.0,2.5,75.5,
2020-11-18 14:00:00,12.0,4.0,75.5,
2020-11-18 16:00:00,12.0,5.0,75.5,
2020-11-18 18:00:00,12.0,6.5,75.5,
2020-11-18 20:00:00,12.0,9.5,75.5,
2020-11-18 22:00:00,12.0,10.0,75.5,
2020-11-19 00:00:00,12.0,9.5,74.9,
2020-11-19 02:00:00,12.0,6.0,74.9,
2020-11-19 04:00:00,12.0,5.0,74.9,
2020-11-19 06:00:00,12.0,5.5,74.9,
2020-11-19 08:00:00,12.0,5.5,74.9,
2020-11-19 10:00:00,12.0,2.5,74.9,
2020-11-19 12:00:00,12.0,3.5,74.9,
2020-11-19 14:00:00,12.0,6.5,74.9,
2020-11-19 16:00:00,12.0,4.0,74.9,
2020-11-19 18:00:00,12.0,6.0,74.9,
2020-11-19 20:00:00,12.0,10.0,74.9,
2020-11-19 22:00:00,12.0,8.5,74.9,
2020-11-20 00:00:00,12.0,-3.5,79.7,
2020-11-20 02:00:00,12.0,-11.5,79.7,
2020-11-20 04:00:00,12.0,-10.5,79.7,
2020-11-20 06:00:00,12.0,-17.0,79.7,
2020-11-20 08:00:00,12.0,-17.5,79.7,
2020-11-20 10:00:00,12.0,-9.5,79.7,
2020-11-20 12:00:00,12.0,-7.0,79.7,
2020-11-20 14:00:00,12.0,-4.5,79.7,
2020-11-20 16:00:00,12.0,-9.5,79.7,
2020-11-20 18:00:00,12.0,-10.5,79.7,
2020-11-20 20:00:00,12.0,-7.0,79.7,
2020-11-20 22:00:00,12.0,0.5,79.7,
2020-11-21 00:00:00,25.0,-0.5,82.9,
2020-11-21 02:00:00,25.0,0.5,82.9,
2020-11-21 04:00:00,25.0,-2.0,82.9,
2020-11-21 06:00:00,25.0,-6.0,82.9,
2020-11-21 08:00:00,25.0,-5.0,82.9,
2020-11-21 10:00:00,25.0,1.0,82.9,
2020-11-21 12:00:00,25.0,-7.0,82.9,
2020-11-21 14:00:00,25.0,-14.0,82.9,
2020-11-21 16:00:00,25.0,-17.5,82.9,
2020-11-21 18:00:00,25.0,-9.0,82.9,
2020-11-21 20:00:00,25.0,-11.5,82.9,
2020-11-21 22:00:00,25.0,-26.0,82.9,
2020-11-22 00:00:00,37.0,-16.0,85.5,
2020-11-22 02:00:00,37.0,-16.0,85.5,
2020-11-22 04:00:00,37.0,-20.0,85.5,
2020-11-22 06:00:00,37.0,-32.5,85.5,
2020-11-22 08:00:00,37.0,-35.0,85.5,
2020-11-22 10:00:00,37.0,-24.5,85.5,
2020-11-22 12:00:00,37.0,-25.0,85.5,
2020-11-22 14:00:00,37.0,-29.5,85.5,
2020-11-22 16:00:00,37.0,-33.5,85.5,
2020-11-22 18:00:00,37.0,-29.0,85.5,
2020-11-22 20:00:00,37.0,-30.5,85.5,
2020-11-22 22:00:00,37.0,-19.5,85.5,
2020-11-23 00:00:00,48.0,-17.0,93.1,
2020-11-23 02:00:00,48.0,-18.5,93.1,
2020-11-23 04:00:00,48.0,-21.0,93.1,
2020-11-23 06:00:00,48.0,-25.5,93.1,
2020-11-23 08:00:00,48.0,-20.5,93.1,
2020-11-23 10:00:00,48.0,-18.0,93.1,
2020-11-23 12:00:00,48.0,-17.0,93.1,
2020-11-23 14:00:00,48.0,-17.0,93.1,
2020-11-23 16:00:00,48.0,-19.5,93.1,
2020-11-23 18:00:00,48.0,-18.5,93.1,
2020-11-23 20:00:00,48.0,-15.0,93.1,
2020-11-23 22:00:00,48.0,-12.0,93.1,
2020-11-24 00:00:00,42.0,-14.0,97.9,
2020-11-24 02:00:00,42.0,-17.5,97.9,
2020-11-24 04:00:00,42.0,-17.5,97.9,
2020-11-24 06:00:00,42.0,-16.5,97.9,
2020-11-24 08:00:00,42.0,-12.5,97.9,
2020-11-24 10:00:00,42.0,-11.5,97.9,
2020-11-24 12:00:00,42.0,-15.5,97.9,
2020-11-24 14:00:00,42.0,-16.5,97.9,
2020-11-24 16:00:00,42.0,-16.0,97.9,
2020-11-24 18:00:00,42.0,-14.0,97.9,
2020-11-24 20:00:00,42.0,-10.5,97.9,
2020-11-24 22:00:00,42.0,-6.0,97.9,
2020-11-25 00:00:00,51.0,-4.0,101.0,
2020-11-25 02:00:00,51.0,-6.5,101.0,
2020-11-25 04:00:00,51.0,-10.5,101.0,
2020-11-25 06:00:00,51.0,-13.5,101.0,
2020-11-25 08:00:00,51.0,-9.5,101.0,
2020-11-25 10:00:00,51.0,-11.0,101.0,
2020-11-25 12:00:00,51.0,-17.5,101.0,
2020-11-25 14:00:00,51.0,-20.5,101.0,
2020-11-25 16:00:00,51.0,-17.5,101.0,
2020-11-25 18:00:00,51.0,-20.5,101.0,
2020-11-25 20:00:00,51.0,-18.5,101.0,
2020-11-25 22:00:00,51.0,-16.0,101.0,
2020-11-26 00:00:00,57.0,-10.0,103.0,
2020-11-26 02:00:00,57.0,-7.5,103.0,
2020-11-26 04:00:00,57.0,-6.5,103.0,
2020-11-26 06:00:00,57.0,-8.0,103.0,
2020-11-26 08:00:00,57.0,-4.0,103.0,
2020-11-26 10:00:00,57.0,-7.5,103.0,
2020-11-26 12:00:00,57.0,-8.5,103.0,
2020-11-26 14:00:00,57.0,-7.0,103.0,
2020-11-26 16:00:00,57.0,-5.0,103.0,
2020-11-26 18:00:00,57.0,-6.0,103.0,
2020-11-26 20:00:00,57.0,-1.5,103.0,
2020-11-26 22:00:00,57.0,0.5,103.0,
2020-11-27 00:00:00,75.0,2.0,103.5,
2020-11-27 02:00:00,75.0,-3.0,103.5,
2020-11-27 04:00:00,75.0,-2.0,103.5,
2020-11-27 06:00:00,75.0,-4.0,103.5,
2020-11-27 08:00:00,75.0,-12.5,103.5,
2020-11-27 10:00:00,75.0,-9.0,103.5,
2020-11-27 12:00:00,75.0,-9.0,103.5,
2020-11-27 14:00:00,75.0,-12.5,103.5,
2020-11-27 16:00:00,75.0,-10.0,103.5,
2020-11-27 18:00:00,75.0,-5.5,103.5,
2020-11-27 20:00:00,75.0,0.0,103.5,
2020-11-27 22:00:00,75.0,0.0,103.5,
2020-11-28 00:00:00,84.0,-11.0,106.6,
2020-11-28 02:00:00,84.0,-15.0,106.6,
2020-11-28 04:00:00,84.0,-16.0,106.6,
2020-11-28 06:00:00,84.0,-17.0,106.6,
2020-11-28 08:00:00,84.0,-13.0,106.6,
2020-11-28 10:00:00,84.0,-12.5,106.6,
2020-11-28 12:00:00,84.0,-13.0,106.6,
2020-11-28 14:00:00,84.0,-17.0,106.6,
2020-11-28 16:00:00,84.0,-12.5,106.6,
2020-11-28 18:00:00,84.0,-9.0,106.6,
2020-11-28 20:00:00,84.0,-8.5,106.6,
2020-11-28 22:00:00,84.0,-3.0,106.6,
2020-11-29 00:00:00,94.0,2.0,113.1,
2020-11-29 02:00:00,94.0,1.5,113.1,
2020-11-29 04:00:00,94.0,0.0,113.1,
2020-11-29 06:00:00,94.0,-1.5,113.1,
2020-11-29 08:00:00,94.0,-6.0,113.1,
2020-11-29 10:00:00,94.0,-4.0,113.1,
2020-11-29 12:00:00,94.0,-7.0,113.1,
2020-11-29 14:00:00,94.0,-9.0,113.1,
2020-11-29 16:00:00,94.0,-9.5,113.1,
2020-11-29 18:00:00,94.0,-6.0,113.1,
2020-11-29 20:00:00,94.0,-5.0,113.1,
2020-11-29 22:00:00,94.0,-3.5,113.1,
2020-11-30 00:00:00,85.0,-3.0,106.4,
2020-11-30 02:00:00,85.0,-2.5,106.4,
2020-11-30 04:00:00,85.0,3.0,106.4,
2020-11-30 06:00:00,85.0,3.5,106.4,
2020-11-30 08:00:00,85.0,2.0,106.4,
2020-11-30 10:00:00,85.0,1.0,106.4,
2020-11-30 12:00:00,85.0,-5.0,106.4,
2020-11-30 14:00:00,85.0,-10.5,106.4,
2020-11-30 16:00:00,85.0,-9.5,106.4,
2020-11-30 18:00:00,85.0,-10.5,106.4,
2020-11-30 20:00:00,85.0,-8.0,106.4,
2020-11-30 22:00:00,85.0,-10.5,106.4,
2020-12-01 00:00:00,50.0,-9.0,101.2,
2020-12-01 02:00:00,50.0,-10.5,101.2,
2020-12-01 04:00:00,50.0,-11.0,101.2,
2020-12-01 06:00:00,50.0,-8.5,101.2,
2020-12-01 08:00:00,50.0,-10.5,101.2,
2020-12-01 10:00:00,50.0,-8.0,101.2,
2020-12-01 12:00:00,50.0,-7.0,101.2,
2020-12-01 14:00:00,50.0,-5.0,101.2,
2020-12-01 16:00:00,50.0,-3.0,101.2,
2020-12-01 18:00:00,50.0,-7.5,101.2,
2020-12-01 20:00:00,50.0,-6.5,101.2,
2020-12-01 22:00:00,50.0,-6.0,101.2,
2020-12-02 00:00:00,46.0,-7.0,101.9,
2020-12-02 02:00:00,46.0,-9.0,101.9,
2020-12-02 04:00:00,46.0,-8.5,101.9,
2020-12-02 06:00:00,46.0,-9.5,101.9,
2020-12-02 08:00:00,46.0,-6.5,101.9,
2020-12-02 10:00:00,46.0,-2.0,101.9,
2020-12-02 12:00:00,46.0,0.5,101.9,
2020-12-02 14:00:00,46.0,5.5,101.9,
2020-12-02 16:00:00,46.0,7.0,101.9,
2020-12-02 18:00:00,46.0,5.5,101.9,
2020-12-02 20:00:00,46.0,4.5,101.9,
2020-12-02 22:00:00,46.0,5.5,101.9,
2020-12-03 00:00:00,43.0,7.0,99.9,
2020-12-03 02:00:00,43.0,3.0,99.9,
2020-12-03 04:00:00,43.0,1.0,99.9,
2020-12-03 06:00:00,43.0,-0.5,99.9,
2020-12-03 08:00:00,43.0,-5.5,99.9,
2020-12-03 10:00:00,43.0,-7.0,99.9,
2020-12-03 12:00:00,43.0,-4.5,99.9,
2020-12-03 14:00:00,43.0,-1.0,99.9,
2020-12-03 16:00:00,43.0,-9.5,99.9,
2020-12-03 18:00:00,43.0,-9.5,99.9,
2020-12-03 20:00:00,43.0,-6.5,99.9,
2020-12-03 22:00:00,43.0,-4.5,99.9,
2020-12-04 00:00:00,39.0,-4.5,93.0,
2020-12-04 02:00:00,39.0,-6.0,93.0,
2020-12-04 04:00:00,39.0,-4.0,93.0,
2020-12-04 06:00:00,39.0,-2.0,93.0,
2020-12-04 08:00:00,39.0,-4.5,93.0,
2020-12-04 10:00:00,39.0,-8.0,93.0,
2020-12-04 12:00:00,39.0,-6.5,93.0,
2020-12-04 14:00:00,39.0,-7.5,93.0,
2020-12-04 16:00:00,39.0,-7.0,93.0,
2020-12-04 18:00:00,39.0,-6.5,93.0,
2020-12-04 20:00:00,39.0,-4.0,93.0,
2020-12-04 22:00:00,39.0,-2.0,93.0,
2020-12-05 00:00:00,36.0,0.5,97.0,
2020-12-05 02:00:00,36.0,-2.5,97.0,
2020-12-05 04:00:00,36.0,-2.5,97.0,
2020-12-05 06:00:00,36.0,0.5,97.0,
2020-12-05 08:00:00,36.0,-1.5,97.0,
2020-12-05 10:00:00,36.0,-2.5,97.0,
2020-12-05 12:00:00,36.0,-1.5,97.0,
2020-12-05 14:00:00,36.0,2.0,97.0,
2020-12-05 16:00:00,36.0,5.0,97.0,
2020-12-05 18:00:00,36.0,6.5,97.0,
2020-12-05 20:00:00,36.0,1.5,97.0,
2020-12-05 22:00:00,36.0,1.5,97.0,
2020-12-06 00:00:00,22.0,3.5,88.2,
2020-12-06 02:00:00,22.0,-2.0,88.2,
2020-12-06 04:00:00,22.0,-2.0,88.2,
2020-12-06 06:00:00,22.0,-1.0,88.2,
2020-12-06 08:00:00,22.0,0.0,88.2,
2020-12-06 10:00:00,22.0,-2.0,88.2,
2020-12-06 12:00:00,22.0,3.5,88.2,
2020-12-06 14:00:00,22.0,9.0,88.2,
2020-12-06 16:00:00,22.0,5.0,88.2,
2020-12-06 18:00:00,22.0,7.5,88.2,
2020-12-06 20:00:00,22.0,4.0,88.2,
2020-12-06 22:00:00,22.0,0.5,88.2,
2020-12-07 00:00:00,20.0,2.0,86.8,
2020-12-07 02:00:00,20.0,-2.0,86.8,
2020-12-07 04:00:00,20.0,0.5,86.8,
2020-12-07 06:00:00,20.0,-0.5,86.8,
2020-12-07 08:00:00,20.0,-1.5,86.8,
2020-12-07 10:00:00,20.0,-4.0,86.8,
2020-12-07 12:00:00,20.0,-6.0,86.8,
2020-12-07 14:00:00,20.0,-4.0,86.8,
2020-12-07 16:00:00,20.0,-4.5,86.8,
2020-12-07 18:00:00,20.0,-5.0,86.8,
2020-12-07 20:00:00,20.0,-3.5,86.8,
2020-12-07 22:00:00,20.0,-1.0,86.8,
2020-12-08 00:00:00,13.0,-2.0,80.0,
2020-12-08 02:00:00,13.0,-7.0,80.0,
2020-12-08 04:00:00,13.0,-5.5,80.0,
2020-12-08 06:00:00,13.0,-4.5,80.0,
2020-12-08 08:00:00,13.0,-10.0,80.0,
2020-12-08 10:00:00,13.0,-9.5,80.0,
2020-12-08 12:00:00,13.0,0.5,80.0,
2020-12-08 14:00:00,13.0,4.0,80.0,
2020-12-08 16:00:00,13.0,5.5,80.0,
2020-12-08 18:00:00,13.0,1.5,80.0,
2020-12-08 20:00:00,13.0,0.0,80.0,
2020-12-08 22:00:00,13.0,-3.5,80.0,
2020-12-09 00:00:00,13.0,-5.0,79.6,
2020-12-09 02:00:00,13.0,-1.5,79.6,
2020-12-09 04:00:00,13.0,0.0,79.6,
2020-12-09 06:00:00,13.0,0.5,79.6,
2020-12-09 08:00:00,13.0,1.5,79.6,
2020-12-09 10:00:00,13.0,3.0,79.6,
2020-12-09 12:00:00,13.0,2.0,79.6,
2020-12-09 14:00:00,13.0,2.0,79.6,
2020-12-09 16:00:00,13.0,1.0,79.6,
2020-12-09 18:00:00,13.0,-2.5,79.6,
2020-12-09 20:00:00,13.0,-6.0,79.6,
2020-12-09 22:00:00,13.0,-6.5,79.6,
2020-12-10 00:00:00,12.0,-3.0,79.1,
2020-12-10 02:00:00,12.0,17.0,79.1,
2020-12-10 04:00:00,12.0,11.0,79.1,
2020-12-10 06:00:00,12.0,7.5,79.1,
2020-12-10 08:00:00,12.0,3.5,79.1,
2020-12-10 10:00:00,12.0,3.5,79.1,
2020-12-10 12:00:00,12.0,3.5,79.1,
2020-12-10 14:00:00,12.0,3.0,79.1,
2020-12-10 16:00:00,12.0,-1.5,79.1,
2020-12-10 18:00:00,12.0,-4.5,79.1,
2020-12-10 20:00:00,12.0,-4.5,79.1,
2020-12-10 22:00:00,12.0,3.0,79.1,
2020-12-11 00:00:00,11.0,0.5,80.8,
2020-12-11 02:00:00,11.0,0.0,80.8,
2020-12-11 04:00:00,11.0,0.5,80.8,
2020-12-11 06:00:00,11.0,-5.0,80.8,
2020-12-11 08:00:00,11.0,-8.5,80.8,
2020-12-11 10:00:00,11.0,-6.0,80.8,
2020-12-11 12:00:00,11.0,-7.5,80.8,
2020-12-11 14:00:00,11.0,-5.5,80.8,
2020-12-11 16:00:00,11.0,-3.0,80.8,
2020-12-11 18:00:00,11.0,-2.5,80.8,
2020-12-11 20:00:00,11.0,-4.5,80.8,
2020-12-11 22:00:00,11.0,-2.5,80.8,
2020-12-12 00:00:00,11.0,-0.5,79.3,
2020-12-12 02:00:00,11.0,-3.0,79.3,
2020-12-12 04:00:00,11.0,-5.5,79.3,
2020-12-12 06:00:00,11.0,-6.5,79.3,
2020-12-12 08:00:00,11.0,-3.5,79.3,
2020-12-12 10:00:00,11.0,-1.0,79.3,
2020-12-12 12:00:00,11.0,2.5,79.3,
2020-12-12 14:00:00,11.0,4.5,79.3,
2020-12-12 16:00:00,11.0,5.0,79.3,
2020-12-12 18:00:00,11.0,7.5,79.3,
2020-12-12 20:00:00,11.0,3.5,79.3,
2020-12-12 22:00:00,11.0,4.0,79.3,
2020-12-13 00:00:00,11.0,1.0,78.1,
2020-12-13 02:00:00,11.0,-3.5,78.1,
2020-12-13 04:00:00,11.0,-11.0,78.1,
2020-12-13 06:00:00,11.0,-12.5,78.1,
2020-12-13 08:00:00,11.0,-8.0,78.1,
2020-12-13 10:00:00,11.0,-4.0,78.1,
2020-12-13 12:00:00,11.0,-2.5,78.1,
2020-12-13 14:00:00,11.0,-4.5,78.1,
2020-12-13 16:00:00,11.0,-3.0,78.1,
2020-12-13 18:00:00,11.0,-0.5,78.1,
