# NASA OMNI Data for Comparison with SuperDARN MSTID Index
# Data re-processed by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# radar: cvw
# lat: 47.9
# lon: -123.4
# season: 20121101_20130501
#
datetime_ut,OMNI_R_Sunspot_Number,OMNI_Dst,OMNI_F10.7,OMNI_AE
2012-11-05 00:00:00,51.0,-6.5,94.9,18.0
2012-11-05 02:00:00,51.0,-4.5,94.9,19.5
2012-11-05 04:00:00,51.0,-3.0,94.9,30.5
2012-11-05 06:00:00,51.0,-1.0,94.9,67.0
2012-11-05 08:00:00,51.0,-4.5,94.9,100.5
2012-11-05 10:00:00,51.0,-4.0,94.9,68.0
2012-11-05 12:00:00,51.0,-4.5,94.9,83.5
2012-11-05 14:00:00,51.0,-8.5,94.9,193.0
2012-11-05 16:00:00,51.0,-13.5,94.9,338.5
2012-11-05 18:00:00,51.0,-15.0,94.9,137.5
2012-11-05 20:00:00,51.0,-15.5,94.9,111.0
2012-11-05 22:00:00,51.0,-10.5,94.9,55.0
2012-11-06 00:00:00,47.0,-8.5,96.9,53.5
2012-11-06 02:00:00,47.0,-5.5,96.9,33.0
2012-11-06 04:00:00,47.0,-1.5,96.9,33.0
2012-11-06 06:00:00,47.0,-2.5,96.9,117.5
2012-11-06 08:00:00,47.0,-5.5,96.9,131.5
2012-11-06 10:00:00,47.0,-3.5,96.9,132.5
2012-11-06 12:00:00,47.0,-7.0,96.9,166.5
2012-11-06 14:00:00,47.0,-11.5,96.9,279.0
2012-11-06 16:00:00,47.0,-12.0,96.9,388.0
2012-11-06 18:00:00,47.0,-2.5,96.9,134.5
2012-11-06 20:00:00,47.0,-0.5,96.9,72.0
2012-11-06 22:00:00,47.0,9.5,96.9,63.0
2012-11-07 00:00:00,61.0,12.5,99.8,54.5
2012-11-07 02:00:00,61.0,-0.5,99.8,199.0
2012-11-07 04:00:00,61.0,5.5,99.8,36.5
2012-11-07 06:00:00,61.0,7.0,99.8,43.0
2012-11-07 08:00:00,61.0,3.5,99.8,97.5
2012-11-07 10:00:00,61.0,3.5,99.8,130.0
2012-11-07 12:00:00,61.0,6.5,99.8,121.5
2012-11-07 14:00:00,61.0,-3.0,99.8,269.5
2012-11-07 16:00:00,61.0,-3.0,99.8,329.5
2012-11-07 18:00:00,61.0,-3.0,99.8,260.5
2012-11-07 20:00:00,61.0,-3.0,99.8,481.0
2012-11-07 22:00:00,61.0,-6.0,99.8,62.5
2012-11-08 00:00:00,65.0,-6.0,102.2,27.5
2012-11-08 02:00:00,65.0,-5.5,102.2,18.0
2012-11-08 04:00:00,65.0,-5.0,102.2,20.0
2012-11-08 06:00:00,65.0,-4.0,102.2,39.0
2012-11-08 08:00:00,65.0,-1.0,102.2,33.5
2012-11-08 10:00:00,65.0,-5.5,102.2,67.5
2012-11-08 12:00:00,65.0,-4.0,102.2,58.5
2012-11-08 14:00:00,65.0,1.5,102.2,31.5
2012-11-08 16:00:00,65.0,3.0,102.2,27.0
2012-11-08 18:00:00,65.0,4.0,102.2,19.5
2012-11-08 20:00:00,65.0,8.0,102.2,28.5
2012-11-08 22:00:00,65.0,4.0,102.2,28.0
2012-11-09 00:00:00,65.0,2.0,112.9,15.5
2012-11-09 02:00:00,65.0,3.0,112.9,13.0
2012-11-09 04:00:00,65.0,1.0,112.9,15.0
2012-11-09 06:00:00,65.0,2.5,112.9,50.0
2012-11-09 08:00:00,65.0,5.0,112.9,39.0
2012-11-09 10:00:00,65.0,5.0,112.9,38.0
2012-11-09 12:00:00,65.0,6.0,112.9,49.5
2012-11-09 14:00:00,65.0,9.5,112.9,32.0
2012-11-09 16:00:00,65.0,4.5,112.9,37.5
2012-11-09 18:00:00,65.0,2.5,112.9,20.5
2012-11-09 20:00:00,65.0,1.5,112.9,29.0
2012-11-09 22:00:00,65.0,0.0,112.9,21.5
2012-11-10 00:00:00,79.0,-3.0,119.8,18.0
2012-11-10 02:00:00,79.0,0.0,119.8,16.0
2012-11-10 04:00:00,79.0,3.0,119.8,10.0
2012-11-10 06:00:00,79.0,6.0,119.8,8.5
2012-11-10 08:00:00,79.0,11.0,119.8,18.5
2012-11-10 10:00:00,79.0,13.5,119.8,29.5
2012-11-10 12:00:00,79.0,9.0,119.8,55.0
2012-11-10 14:00:00,79.0,10.5,119.8,35.0
2012-11-10 16:00:00,79.0,13.0,119.8,32.0
2012-11-10 18:00:00,79.0,8.0,119.8,57.5
2012-11-10 20:00:00,79.0,7.0,119.8,61.0
2012-11-10 22:00:00,79.0,7.5,119.8,66.5
2012-11-11 00:00:00,108.0,6.5,130.6,23.0
2012-11-11 02:00:00,108.0,3.0,130.6,27.5
2012-11-11 04:00:00,108.0,7.0,130.6,23.5
2012-11-11 06:00:00,108.0,11.5,130.6,11.5
2012-11-11 08:00:00,108.0,12.0,130.6,32.5
2012-11-11 10:00:00,108.0,7.5,130.6,58.0
2012-11-11 12:00:00,108.0,7.0,130.6,63.5
2012-11-11 14:00:00,108.0,3.0,130.6,124.0
2012-11-11 16:00:00,108.0,5.5,130.6,40.0
2012-11-11 18:00:00,108.0,3.5,130.6,18.0
2012-11-11 20:00:00,108.0,1.0,130.6,15.5
2012-11-11 22:00:00,108.0,1.5,130.6,15.0
2012-11-12 00:00:00,122.0,1.5,140.8,21.0
2012-11-12 02:00:00,122.0,0.5,140.8,20.0
2012-11-12 04:00:00,122.0,1.5,140.8,16.0
2012-11-12 06:00:00,122.0,0.5,140.8,24.0
2012-11-12 08:00:00,122.0,3.5,140.8,19.5
2012-11-12 10:00:00,122.0,6.0,140.8,19.5
2012-11-12 12:00:00,122.0,5.0,140.8,32.5
2012-11-12 14:00:00,122.0,10.0,140.8,75.0
2012-11-12 16:00:00,122.0,18.5,140.8,56.0
2012-11-12 18:00:00,122.0,16.5,140.8,29.0
2012-11-12 20:00:00,122.0,3.0,140.8,289.5
2012-11-12 22:00:00,122.0,-5.5,140.8,454.5
2012-11-13 00:00:00,121.0,-6.5,143.1,457.0
2012-11-13 02:00:00,121.0,-6.5,143.1,150.5
2012-11-13 04:00:00,121.0,1.5,143.1,88.5
2012-11-13 06:00:00,121.0,-4.5,143.1,78.5
2012-11-13 08:00:00,121.0,-4.0,143.1,45.5
2012-11-13 10:00:00,121.0,-9.5,143.1,42.0
2012-11-13 12:00:00,121.0,-5.5,143.1,110.5
2012-11-13 14:00:00,121.0,1.0,143.1,541.5
2012-11-13 16:00:00,121.0,-1.0,143.1,196.0
2012-11-13 18:00:00,121.0,-8.0,143.1,392.0
2012-11-13 20:00:00,121.0,-24.5,143.1,625.5
2012-11-13 22:00:00,121.0,-27.0,143.1,533.0
2012-11-14 00:00:00,133.0,-43.5,139.1,913.0
2012-11-14 02:00:00,133.0,-82.0,139.1,904.5
2012-11-14 04:00:00,133.0,-99.5,139.1,712.0
2012-11-14 06:00:00,133.0,-105.5,139.1,520.5
2012-11-14 08:00:00,133.0,-98.0,139.1,600.0
2012-11-14 10:00:00,133.0,-79.5,139.1,180.0
2012-11-14 12:00:00,133.0,-70.5,139.1,518.0
2012-11-14 14:00:00,133.0,-59.5,139.1,180.0
2012-11-14 16:00:00,133.0,-49.5,139.1,76.5
2012-11-14 18:00:00,133.0,-46.0,139.1,32.5
2012-11-14 20:00:00,133.0,-39.0,139.1,30.5
2012-11-14 22:00:00,133.0,-39.0,139.1,28.5
2012-11-15 00:00:00,138.0,-38.5,138.6,35.5
2012-11-15 02:00:00,138.0,-39.5,138.6,49.0
2012-11-15 04:00:00,138.0,-39.0,138.6,15.0
2012-11-15 06:00:00,138.0,-38.5,138.6,21.5
2012-11-15 08:00:00,138.0,-34.0,138.6,47.0
2012-11-15 10:00:00,138.0,-25.5,138.6,43.5
2012-11-15 12:00:00,138.0,-26.5,138.6,41.0
2012-11-15 14:00:00,138.0,-23.0,138.6,30.5
2012-11-15 16:00:00,138.0,-23.0,138.6,83.5
2012-11-15 18:00:00,138.0,-24.0,138.6,93.5
2012-11-15 20:00:00,138.0,-23.5,138.6,95.5
2012-11-15 22:00:00,138.0,-23.0,138.6,54.0
2012-11-16 00:00:00,142.0,-26.0,135.2,42.0
2012-11-16 02:00:00,142.0,-25.5,135.2,68.5
2012-11-16 04:00:00,142.0,-22.5,135.2,60.0
2012-11-16 06:00:00,142.0,-22.5,135.2,50.5
2012-11-16 08:00:00,142.0,-22.0,135.2,75.5
2012-11-16 10:00:00,142.0,-21.0,135.2,93.0
2012-11-16 12:00:00,142.0,-22.5,135.2,134.0
2012-11-16 14:00:00,142.0,-18.0,135.2,132.0
2012-11-16 16:00:00,142.0,-19.0,135.2,159.5
2012-11-16 18:00:00,142.0,-21.5,135.2,261.0
2012-11-16 20:00:00,142.0,-22.5,135.2,209.0
2012-11-16 22:00:00,142.0,-15.5,135.2,86.0
2012-11-17 00:00:00,139.0,-8.5,132.4,35.0
2012-11-17 02:00:00,139.0,-9.0,132.4,57.5
2012-11-17 04:00:00,139.0,-13.0,132.4,112.5
2012-11-17 06:00:00,139.0,-5.0,132.4,25.0
2012-11-17 08:00:00,139.0,0.5,132.4,34.5
2012-11-17 10:00:00,139.0,0.0,132.4,47.0
2012-11-17 12:00:00,139.0,-3.0,132.4,161.0
2012-11-17 14:00:00,139.0,-1.0,132.4,201.5
2012-11-17 16:00:00,139.0,0.0,132.4,77.5
2012-11-17 18:00:00,139.0,-3.5,132.4,196.0
2012-11-17 20:00:00,139.0,-7.0,132.4,230.0
2012-11-17 22:00:00,139.0,-7.5,132.4,176.0
2012-11-18 00:00:00,132.0,-12.5,137.7,75.5
2012-11-18 02:00:00,132.0,-14.0,137.7,76.5
2012-11-18 04:00:00,132.0,-17.0,137.7,143.0
2012-11-18 06:00:00,132.0,-15.5,137.7,105.0
2012-11-18 08:00:00,132.0,-12.0,137.7,150.0
2012-11-18 10:00:00,132.0,-10.5,137.7,80.5
2012-11-18 12:00:00,132.0,-11.0,137.7,134.5
2012-11-18 14:00:00,132.0,-12.0,137.7,174.0
2012-11-18 16:00:00,132.0,-12.0,137.7,117.5
2012-11-18 18:00:00,132.0,-8.0,137.7,35.5
2012-11-18 20:00:00,132.0,-4.0,137.7,90.0
2012-11-18 22:00:00,132.0,-4.5,137.7,132.0
2012-11-19 00:00:00,121.0,-6.0,130.7,61.0
2012-11-19 02:00:00,121.0,-2.5,130.7,28.0
2012-11-19 04:00:00,121.0,-7.0,130.7,34.5
2012-11-19 06:00:00,121.0,-12.5,130.7,152.0
2012-11-19 08:00:00,121.0,-5.5,130.7,113.0
2012-11-19 10:00:00,121.0,-5.0,130.7,224.5
2012-11-19 12:00:00,121.0,-9.0,130.7,145.5
2012-11-19 14:00:00,121.0,-7.0,130.7,181.5
2012-11-19 16:00:00,121.0,-4.0,130.7,67.0
2012-11-19 18:00:00,121.0,-3.5,130.7,32.5
2012-11-19 20:00:00,121.0,-1.0,130.7,49.5
2012-11-19 22:00:00,121.0,3.0,130.7,37.0
2012-11-20 00:00:00,105.0,3.0,137.8,32.5
2012-11-20 02:00:00,105.0,-4.5,137.8,209.0
2012-11-20 04:00:00,105.0,-18.5,137.8,272.5
2012-11-20 06:00:00,105.0,-19.5,137.8,202.0
2012-11-20 08:00:00,105.0,-14.5,137.8,239.0
2012-11-20 10:00:00,105.0,-11.5,137.8,257.0
2012-11-20 12:00:00,105.0,-18.0,137.8,514.5
2012-11-20 14:00:00,105.0,-23.5,137.8,499.0
2012-11-20 16:00:00,105.0,-22.5,137.8,595.5
2012-11-20 18:00:00,105.0,-27.0,137.8,600.0
2012-11-20 20:00:00,105.0,-31.0,137.8,751.5
2012-11-20 22:00:00,105.0,-31.0,137.8,321.0
2012-11-21 00:00:00,106.0,-34.5,137.0,486.0
2012-11-21 02:00:00,106.0,-36.0,137.0,289.5
2012-11-21 04:00:00,106.0,-29.5,137.0,90.0
2012-11-21 06:00:00,106.0,-32.5,137.0,150.0
2012-11-21 08:00:00,106.0,-29.5,137.0,217.0
2012-11-21 10:00:00,106.0,-22.0,137.0,230.5
2012-11-21 12:00:00,106.0,-25.0,137.0,154.0
2012-11-21 14:00:00,106.0,-23.0,137.0,86.5
2012-11-21 16:00:00,106.0,-19.5,137.0,98.5
2012-11-21 18:00:00,106.0,-19.5,137.0,137.0
2012-11-21 20:00:00,106.0,-14.0,137.0,184.0
2012-11-21 22:00:00,106.0,-13.5,137.0,30.5
2012-11-22 00:00:00,95.0,-14.0,124.5,29.5
2012-11-22 02:00:00,95.0,-16.0,124.5,30.0
2012-11-22 04:00:00,95.0,-16.5,124.5,33.5
2012-11-22 06:00:00,95.0,-17.0,124.5,35.0
2012-11-22 08:00:00,95.0,-9.5,124.5,23.0
2012-11-22 10:00:00,95.0,-10.5,124.5,36.0
2012-11-22 12:00:00,95.0,-12.0,124.5,121.0
2012-11-22 14:00:00,95.0,-7.5,124.5,30.0
2012-11-22 16:00:00,95.0,-8.5,124.5,46.5
2012-11-22 18:00:00,95.0,-8.0,124.5,47.5
2012-11-22 20:00:00,95.0,-4.5,124.5,43.0
2012-11-22 22:00:00,95.0,-6.0,124.5,64.0
2012-11-23 00:00:00,78.0,-9.5,123.5,23.5
2012-11-23 02:00:00,78.0,-9.0,123.5,18.0
2012-11-23 04:00:00,78.0,-8.5,123.5,38.0
2012-11-23 06:00:00,78.0,-8.5,123.5,75.5
2012-11-23 08:00:00,78.0,-7.0,123.5,115.0
2012-11-23 10:00:00,78.0,-10.5,123.5,153.0
2012-11-23 12:00:00,78.0,-14.0,123.5,114.0
2012-11-23 14:00:00,78.0,-9.0,123.5,143.5
2012-11-23 16:00:00,78.0,-5.0,123.5,33.0
2012-11-23 18:00:00,78.0,-7.5,123.5,105.5
2012-11-23 20:00:00,78.0,-5.0,123.5,159.5
2012-11-23 22:00:00,78.0,3.0,123.5,714.0
2012-11-24 00:00:00,82.0,-13.5,115.0,488.5
2012-11-24 02:00:00,82.0,-33.5,115.0,400.0
2012-11-24 04:00:00,82.0,-36.5,115.0,266.0
2012-11-24 06:00:00,82.0,-34.0,115.0,475.0
2012-11-24 08:00:00,82.0,-38.5,115.0,336.5
2012-11-24 10:00:00,82.0,-27.5,115.0,158.0
2012-11-24 12:00:00,82.0,-18.5,115.0,272.5
2012-11-24 14:00:00,82.0,-3.5,115.0,123.5
2012-11-24 16:00:00,82.0,-9.5,115.0,51.5
2012-11-24 18:00:00,82.0,-12.0,115.0,54.0
2012-11-24 20:00:00,82.0,-8.0,115.0,31.5
2012-11-24 22:00:00,82.0,-7.0,115.0,33.0
2012-11-25 00:00:00,84.0,-6.0,118.4,22.5
2012-11-25 02:00:00,84.0,-5.0,118.4,21.0
2012-11-25 04:00:00,84.0,-1.0,118.4,23.0
2012-11-25 06:00:00,84.0,0.5,118.4,21.0
2012-11-25 08:00:00,84.0,4.5,118.4,15.5
2012-11-25 10:00:00,84.0,9.5,118.4,23.5
2012-11-25 12:00:00,84.0,-1.0,118.4,51.5
2012-11-25 14:00:00,84.0,-8.5,118.4,267.0
2012-11-25 16:00:00,84.0,-10.0,118.4,55.0
2012-11-25 18:00:00,84.0,-11.0,118.4,41.5
2012-11-25 20:00:00,84.0,-6.5,118.4,25.5
2012-11-25 22:00:00,84.0,-6.0,118.4,79.0
2012-11-26 00:00:00,72.0,-11.0,118.6,79.5
2012-11-26 02:00:00,72.0,-7.0,118.6,107.0
2012-11-26 04:00:00,72.0,1.0,118.6,28.5
2012-11-26 06:00:00,72.0,9.5,118.6,29.5
2012-11-26 08:00:00,72.0,6.5,118.6,45.0
2012-11-26 10:00:00,72.0,7.0,118.6,43.0
2012-11-26 12:00:00,72.0,2.5,118.6,19.0
2012-11-26 14:00:00,72.0,0.5,118.6,28.5
2012-11-26 16:00:00,72.0,1.0,118.6,89.5
2012-11-26 18:00:00,72.0,0.0,118.6,73.0
2012-11-26 20:00:00,72.0,-1.5,118.6,34.5
2012-11-26 22:00:00,72.0,0.5,118.6,23.5
2012-11-27 00:00:00,77.0,2.0,114.0,24.5
2012-11-27 02:00:00,77.0,-1.0,114.0,24.5
2012-11-27 04:00:00,77.0,-2.0,114.0,40.5
2012-11-27 06:00:00,77.0,-4.5,114.0,84.0
2012-11-27 08:00:00,77.0,-7.0,114.0,54.5
2012-11-27 10:00:00,77.0,-3.0,114.0,31.0
2012-11-27 12:00:00,77.0,-2.0,114.0,164.0
2012-11-27 14:00:00,77.0,-2.0,114.0,96.0
2012-11-27 16:00:00,77.0,-1.0,114.0,31.0
2012-11-27 18:00:00,77.0,-2.0,114.0,102.0
2012-11-27 20:00:00,77.0,0.5,114.0,79.5
2012-11-27 22:00:00,77.0,-1.0,114.0,29.5
2012-11-28 00:00:00,77.0,1.5,111.2,28.0
2012-11-28 02:00:00,77.0,0.5,111.2,37.0
2012-11-28 04:00:00,77.0,0.0,111.2,33.5
2012-11-28 06:00:00,77.0,-2.0,111.2,14.5
2012-11-28 08:00:00,77.0,-0.5,111.2,13.0
2012-11-28 10:00:00,77.0,1.5,111.2,11.0
2012-11-28 12:00:00,77.0,0.0,111.2,13.0
2012-11-28 14:00:00,77.0,-1.0,111.2,14.5
2012-11-28 16:00:00,77.0,-1.5,111.2,18.5
2012-11-28 18:00:00,77.0,1.0,111.2,46.5
2012-11-28 20:00:00,77.0,1.5,111.2,129.5
2012-11-28 22:00:00,77.0,4.0,111.2,29.5
2012-11-29 00:00:00,78.0,6.5,110.0,28.0
2012-11-29 02:00:00,78.0,3.0,110.0,36.5
2012-11-29 04:00:00,78.0,1.5,110.0,57.5
2012-11-29 06:00:00,78.0,-1.0,110.0,26.5
2012-11-29 08:00:00,78.0,-1.0,110.0,65.0
2012-11-29 10:00:00,78.0,0.5,110.0,79.5
2012-11-29 12:00:00,78.0,1.5,110.0,39.5
2012-11-29 14:00:00,78.0,1.5,110.0,22.0
2012-11-29 16:00:00,78.0,-1.5,110.0,99.5
2012-11-29 18:00:00,78.0,-0.5,110.0,73.0
2012-11-29 20:00:00,78.0,3.5,110.0,35.5
2012-11-29 22:00:00,78.0,3.5,110.0,25.0
2012-11-30 00:00:00,70.0,2.0,107.5,17.0
2012-11-30 02:00:00,70.0,3.5,107.5,21.5
2012-11-30 04:00:00,70.0,2.5,107.5,12.5
2012-11-30 06:00:00,70.0,-1.0,107.5,22.5
2012-11-30 08:00:00,70.0,0.5,107.5,72.5
2012-11-30 10:00:00,70.0,2.5,107.5,77.5
2012-11-30 12:00:00,70.0,9.5,107.5,46.5
2012-11-30 14:00:00,70.0,9.0,107.5,19.5
2012-11-30 16:00:00,70.0,9.0,107.5,19.5
2012-11-30 18:00:00,70.0,13.0,107.5,17.0
2012-11-30 20:00:00,70.0,19.0,107.5,34.5
2012-11-30 22:00:00,70.0,15.5,107.5,17.5
2012-12-01 00:00:00,53.0,11.0,98.8,14.0
2012-12-01 02:00:00,53.0,11.5,98.8,35.5
2012-12-01 04:00:00,53.0,14.0,98.8,23.5
2012-12-01 06:00:00,53.0,11.0,98.8,18.5
2012-12-01 08:00:00,53.0,15.0,98.8,18.0
2012-12-01 10:00:00,53.0,17.0,98.8,20.5
2012-12-01 12:00:00,53.0,14.5,98.8,23.5
2012-12-01 14:00:00,53.0,19.5,98.8,24.0
2012-12-01 16:00:00,53.0,20.0,98.8,38.0
2012-12-01 18:00:00,53.0,10.5,98.8,91.5
2012-12-01 20:00:00,53.0,6.5,98.8,248.0
2012-12-01 22:00:00,53.0,5.0,98.8,117.5
2012-12-02 00:00:00,47.0,2.0,94.9,150.0
2012-12-02 02:00:00,47.0,3.0,94.9,238.0
2012-12-02 04:00:00,47.0,4.0,94.9,126.5
2012-12-02 06:00:00,47.0,-1.5,94.9,142.5
2012-12-02 08:00:00,47.0,-6.0,94.9,381.5
2012-12-02 10:00:00,47.0,-5.0,94.9,127.0
2012-12-02 12:00:00,47.0,-2.5,94.9,175.0
2012-12-02 14:00:00,47.0,-3.5,94.9,146.0
2012-12-02 16:00:00,47.0,-4.5,94.9,120.0
2012-12-02 18:00:00,47.0,-1.5,94.9,66.0
2012-12-02 20:00:00,47.0,1.5,94.9,37.5
2012-12-02 22:00:00,47.0,1.5,94.9,18.0
2012-12-03 00:00:00,44.0,1.5,93.9,22.0
2012-12-03 02:00:00,44.0,0.5,93.9,47.5
2012-12-03 04:00:00,44.0,-0.5,93.9,66.5
2012-12-03 06:00:00,44.0,-0.5,93.9,90.0
2012-12-03 08:00:00,44.0,5.0,93.9,124.0
2012-12-03 10:00:00,44.0,8.0,93.9,58.5
2012-12-03 12:00:00,44.0,8.5,93.9,71.0
2012-12-03 14:00:00,44.0,7.0,93.9,60.0
2012-12-03 16:00:00,44.0,7.0,93.9,77.5
2012-12-03 18:00:00,44.0,9.5,93.9,27.5
2012-12-03 20:00:00,44.0,11.0,93.9,23.0
2012-12-03 22:00:00,44.0,11.5,93.9,50.5
2012-12-04 00:00:00,54.0,12.5,93.4,38.0
2012-12-04 02:00:00,54.0,15.5,93.4,36.0
2012-12-04 04:00:00,54.0,10.5,93.4,121.0
2012-12-04 06:00:00,54.0,5.5,93.4,120.0
2012-12-04 08:00:00,54.0,11.0,93.4,38.5
2012-12-04 10:00:00,54.0,9.0,93.4,21.0
2012-12-04 12:00:00,54.0,4.0,93.4,19.0
2012-12-04 14:00:00,54.0,4.0,93.4,26.5
2012-12-04 16:00:00,54.0,2.5,93.4,24.5
2012-12-04 18:00:00,54.0,2.5,93.4,51.5
2012-12-04 20:00:00,54.0,4.0,93.4,51.5
2012-12-04 22:00:00,54.0,3.0,93.4,15.0
2012-12-05 00:00:00,60.0,1.0,92.7,11.0
2012-12-05 02:00:00,60.0,1.0,92.7,15.5
2012-12-05 04:00:00,60.0,1.0,92.7,14.5
2012-12-05 06:00:00,60.0,-0.5,92.7,17.5
2012-12-05 08:00:00,60.0,2.0,92.7,31.0
2012-12-05 10:00:00,60.0,9.0,92.7,29.5
2012-12-05 12:00:00,60.0,7.5,92.7,16.0
2012-12-05 14:00:00,60.0,7.5,92.7,21.0
2012-12-05 16:00:00,60.0,5.5,92.7,25.0
2012-12-05 18:00:00,60.0,5.5,92.7,20.0
2012-12-05 20:00:00,60.0,6.5,92.7,24.5
2012-12-05 22:00:00,60.0,6.0,92.7,18.0
2012-12-06 00:00:00,28.0,5.5,94.6,16.0
2012-12-06 02:00:00,28.0,6.0,94.6,13.5
2012-12-06 04:00:00,28.0,7.5,94.6,15.0
2012-12-06 06:00:00,28.0,7.0,94.6,17.5
2012-12-06 08:00:00,28.0,8.5,94.6,19.5
2012-12-06 10:00:00,28.0,9.5,94.6,30.5
2012-12-06 12:00:00,28.0,5.0,94.6,37.0
2012-12-06 14:00:00,28.0,4.0,94.6,14.0
2012-12-06 16:00:00,28.0,5.5,94.6,15.5
2012-12-06 18:00:00,28.0,7.0,94.6,11.5
2012-12-06 20:00:00,28.0,8.5,94.6,13.5
2012-12-06 22:00:00,28.0,8.0,94.6,10.0
2012-12-07 00:00:00,31.0,6.5,94.2,6.5
2012-12-07 02:00:00,31.0,6.0,94.2,8.5
2012-12-07 04:00:00,31.0,8.5,94.2,16.0
2012-12-07 06:00:00,31.0,11.0,94.2,14.5
2012-12-07 08:00:00,31.0,14.5,94.2,16.0
2012-12-07 10:00:00,31.0,13.0,94.2,38.5
2012-12-07 12:00:00,31.0,11.0,94.2,50.0
2012-12-07 14:00:00,31.0,12.5,94.2,21.5
2012-12-07 16:00:00,31.0,12.5,94.2,13.0
2012-12-07 18:00:00,31.0,13.5,94.2,25.5
2012-12-07 20:00:00,31.0,13.5,94.2,7.5
2012-12-07 22:00:00,31.0,12.0,94.2,6.5
2012-12-08 00:00:00,50.0,11.5,98.1,5.0
2012-12-08 02:00:00,50.0,11.5,98.1,6.0
2012-12-08 04:00:00,50.0,15.5,98.1,15.5
2012-12-08 06:00:00,50.0,19.5,98.1,15.5
2012-12-08 08:00:00,50.0,19.0,98.1,16.0
2012-12-08 10:00:00,50.0,16.5,98.1,28.0
2012-12-08 12:00:00,50.0,20.0,98.1,21.5
2012-12-08 14:00:00,50.0,20.5,98.1,21.5
2012-12-08 16:00:00,50.0,20.0,98.1,19.5
2012-12-08 18:00:00,50.0,21.5,98.1,16.0
2012-12-08 20:00:00,50.0,22.5,98.1,39.5
2012-12-08 22:00:00,50.0,28.0,98.1,9.0
2012-12-09 00:00:00,42.0,28.0,100.6,8.0
2012-12-09 02:00:00,42.0,28.5,100.6,11.5
2012-12-09 04:00:00,42.0,26.5,100.6,38.0
2012-12-09 06:00:00,42.0,27.0,100.6,23.0
2012-12-09 08:00:00,42.0,24.5,100.6,13.0
2012-12-09 10:00:00,42.0,21.0,100.6,10.0
