# NASA OMNI Data for Comparison with SuperDARN MSTID Index
# Data re-processed by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# radar: sas
# lat: 56.1
# lon: -103.8
# season: 20101101_20110501
#
datetime_ut,OMNI_R_Sunspot_Number,OMNI_Dst,OMNI_F10.7,OMNI_AE
2010-11-11 04:00:00,51.0,1.5,82.8,32.0
2010-11-11 06:00:00,51.0,-3.0,82.8,148.5
2010-11-11 08:00:00,51.0,-5.5,82.8,186.0
2010-11-11 10:00:00,51.0,-15.5,82.8,501.5
2010-11-11 12:00:00,51.0,-16.5,82.8,717.5
2010-11-11 14:00:00,51.0,-30.0,82.8,651.5
2010-11-11 16:00:00,51.0,-25.0,82.8,322.0
2010-11-11 18:00:00,51.0,-19.0,82.8,338.5
2010-11-11 20:00:00,51.0,-23.0,82.8,192.5
2010-11-11 22:00:00,51.0,-43.5,82.8,491.5
2010-11-12 00:00:00,48.0,-37.5,83.7,216.5
2010-11-12 02:00:00,48.0,-40.0,83.7,374.5
2010-11-12 04:00:00,48.0,-39.0,83.7,201.5
2010-11-12 06:00:00,48.0,-34.5,83.7,308.5
2010-11-12 08:00:00,48.0,-27.0,83.7,293.0
2010-11-12 10:00:00,48.0,-20.0,83.7,362.0
2010-11-12 12:00:00,48.0,-24.5,83.7,373.0
2010-11-12 14:00:00,48.0,-23.0,83.7,212.5
2010-11-12 16:00:00,48.0,-23.0,83.7,124.5
2010-11-12 18:00:00,48.0,-27.5,83.7,305.5
2010-11-12 20:00:00,48.0,-24.0,83.7,146.0
2010-11-12 22:00:00,48.0,-26.5,83.7,252.5
2010-11-13 00:00:00,69.0,-30.0,83.6,134.5
2010-11-13 02:00:00,69.0,-25.5,83.6,24.0
2010-11-13 04:00:00,69.0,-23.5,83.6,41.5
2010-11-13 06:00:00,69.0,-24.0,83.6,93.0
2010-11-13 08:00:00,69.0,-21.5,83.6,71.5
2010-11-13 10:00:00,69.0,-18.0,83.6,52.5
2010-11-13 12:00:00,69.0,-20.0,83.6,162.5
2010-11-13 14:00:00,69.0,-17.0,83.6,90.5
2010-11-13 16:00:00,69.0,-17.5,83.6,55.0
2010-11-13 18:00:00,69.0,-21.0,83.6,162.0
2010-11-13 20:00:00,69.0,-22.5,83.6,291.0
2010-11-13 22:00:00,69.0,-17.0,83.6,55.0
2010-11-14 00:00:00,61.0,-15.5,84.6,41.0
2010-11-14 02:00:00,61.0,-16.0,84.6,80.0
2010-11-14 04:00:00,61.0,-11.5,84.6,141.5
2010-11-14 06:00:00,61.0,-10.0,84.6,59.5
2010-11-14 08:00:00,61.0,-11.5,84.6,47.5
2010-11-14 10:00:00,61.0,-11.5,84.6,60.5
2010-11-14 12:00:00,61.0,-12.5,84.6,38.0
2010-11-14 14:00:00,61.0,-20.5,84.6,137.0
2010-11-14 16:00:00,61.0,-24.5,84.6,301.5
2010-11-14 18:00:00,61.0,-24.0,84.6,243.5
2010-11-14 20:00:00,61.0,-23.0,84.6,290.0
2010-11-14 22:00:00,61.0,-26.5,84.6,226.5
2010-11-15 00:00:00,61.0,-25.0,88.8,92.5
2010-11-15 02:00:00,61.0,-25.5,88.8,102.0
2010-11-15 04:00:00,61.0,-18.0,88.8,100.5
2010-11-15 06:00:00,61.0,-13.0,88.8,31.5
2010-11-15 08:00:00,61.0,-19.5,88.8,212.0
2010-11-15 10:00:00,61.0,-20.5,88.8,156.0
2010-11-15 12:00:00,61.0,-18.0,88.8,45.5
2010-11-15 14:00:00,61.0,-17.0,88.8,45.0
2010-11-15 16:00:00,61.0,-17.0,88.8,42.5
2010-11-15 18:00:00,61.0,-16.0,88.8,21.5
2010-11-15 20:00:00,61.0,-15.0,88.8,42.5
2010-11-15 22:00:00,61.0,-24.0,88.8,294.0
2010-11-16 00:00:00,59.0,-27.5,89.8,243.0
2010-11-16 02:00:00,59.0,-24.5,89.8,133.5
2010-11-16 04:00:00,59.0,-17.5,89.8,30.0
2010-11-16 06:00:00,59.0,-16.5,89.8,25.0
2010-11-16 08:00:00,59.0,-14.5,89.8,44.5
2010-11-16 10:00:00,59.0,-16.5,89.8,185.0
2010-11-16 12:00:00,59.0,-20.0,89.8,102.5
2010-11-16 14:00:00,59.0,-19.0,89.8,233.0
2010-11-16 16:00:00,59.0,-13.5,89.8,55.5
2010-11-16 18:00:00,59.0,-11.5,89.8,40.0
2010-11-16 20:00:00,59.0,-7.0,89.8,25.5
2010-11-16 22:00:00,59.0,-3.5,89.8,23.5
2010-11-17 00:00:00,56.0,-13.5,89.1,23.0
2010-11-17 02:00:00,56.0,-9.0,89.1,35.5
2010-11-17 04:00:00,56.0,-12.0,89.1,140.5
2010-11-17 06:00:00,56.0,-11.0,89.1,95.5
2010-11-17 08:00:00,56.0,-6.5,89.1,33.5
2010-11-17 10:00:00,56.0,-7.5,89.1,24.0
2010-11-17 12:00:00,56.0,-12.0,89.1,24.0
2010-11-17 14:00:00,56.0,-12.0,89.1,28.0
2010-11-17 16:00:00,56.0,-9.5,89.1,23.0
2010-11-17 18:00:00,56.0,-10.5,89.1,68.5
2010-11-17 20:00:00,56.0,-8.5,89.1,24.5
2010-11-17 22:00:00,56.0,-9.5,89.1,48.0
2010-11-18 00:00:00,46.0,-7.0,84.5,39.0
2010-11-18 02:00:00,46.0,-10.0,84.5,64.0
2010-11-18 04:00:00,46.0,-7.5,84.5,159.5
2010-11-18 06:00:00,46.0,-4.5,84.5,67.0
2010-11-18 08:00:00,46.0,-4.5,84.5,136.0
2010-11-18 10:00:00,46.0,-3.5,84.5,52.0
2010-11-18 12:00:00,46.0,-2.0,84.5,41.5
2010-11-18 14:00:00,46.0,-4.5,84.5,31.0
2010-11-18 16:00:00,46.0,-6.0,84.5,44.5
2010-11-18 18:00:00,46.0,-8.5,84.5,119.0
2010-11-18 20:00:00,46.0,-8.5,84.5,69.5
2010-11-18 22:00:00,46.0,-12.0,84.5,49.5
2010-11-19 00:00:00,42.0,-16.0,82.0,38.5
2010-11-19 02:00:00,42.0,-16.0,82.0,52.5
2010-11-19 04:00:00,42.0,-14.0,82.0,21.0
2010-11-19 06:00:00,42.0,-15.5,82.0,33.5
2010-11-19 08:00:00,42.0,-9.5,82.0,52.0
2010-11-19 10:00:00,42.0,-7.0,82.0,32.5
2010-11-19 12:00:00,42.0,-4.5,82.0,35.0
2010-11-19 14:00:00,42.0,-1.0,82.0,25.5
2010-11-19 16:00:00,42.0,0.0,82.0,21.5
2010-11-19 18:00:00,42.0,-1.0,82.0,12.5
2010-11-19 20:00:00,42.0,1.0,82.0,16.0
2010-11-19 22:00:00,42.0,5.0,82.0,12.0
2010-11-20 00:00:00,32.0,8.5,77.9,10.5
2010-11-20 02:00:00,32.0,7.0,77.9,14.0
2010-11-20 04:00:00,32.0,4.0,77.9,22.0
2010-11-20 06:00:00,32.0,-0.5,77.9,105.5
2010-11-20 08:00:00,32.0,0.5,77.9,45.5
2010-11-20 10:00:00,32.0,-1.5,77.9,35.5
2010-11-20 12:00:00,32.0,-3.0,77.9,43.5
2010-11-20 14:00:00,32.0,-4.5,77.9,19.0
2010-11-20 16:00:00,32.0,-3.0,77.9,26.5
2010-11-20 18:00:00,32.0,-1.5,77.9,35.5
2010-11-20 20:00:00,32.0,0.0,77.9,28.0
2010-11-20 22:00:00,32.0,-1.5,77.9,24.0
2010-11-21 00:00:00,27.0,-5.5,75.8,46.0
2010-11-21 02:00:00,27.0,-5.0,75.8,21.0
2010-11-21 04:00:00,27.0,-0.5,75.8,17.5
2010-11-21 06:00:00,27.0,-5.0,75.8,18.5
2010-11-21 08:00:00,27.0,-9.0,75.8,130.0
2010-11-21 10:00:00,27.0,-11.5,75.8,263.5
2010-11-21 12:00:00,27.0,-13.5,75.8,169.0
2010-11-21 14:00:00,27.0,-10.5,75.8,94.5
2010-11-21 16:00:00,27.0,-9.0,75.8,42.0
2010-11-21 18:00:00,27.0,-9.5,75.8,211.5
2010-11-21 20:00:00,27.0,-5.5,75.8,41.0
2010-11-21 22:00:00,27.0,-7.5,75.8,40.5
2010-11-22 00:00:00,24.0,-12.0,72.9,31.0
2010-11-22 02:00:00,24.0,-12.5,72.9,39.5
2010-11-22 04:00:00,24.0,-8.5,72.9,93.0
2010-11-22 06:00:00,24.0,-8.5,72.9,111.0
2010-11-22 08:00:00,24.0,-3.5,72.9,88.0
2010-11-22 10:00:00,24.0,-11.5,72.9,228.0
2010-11-22 12:00:00,24.0,-10.5,72.9,122.0
2010-11-22 14:00:00,24.0,-4.0,72.9,33.0
2010-11-22 16:00:00,24.0,-9.5,72.9,184.5
2010-11-22 18:00:00,24.0,-10.5,72.9,123.0
2010-11-22 20:00:00,24.0,-8.0,72.9,58.0
2010-11-22 22:00:00,24.0,-7.0,72.9,75.0
2010-11-23 00:00:00,26.0,-11.0,73.4,76.0
2010-11-23 02:00:00,26.0,-11.5,73.4,60.0
2010-11-23 04:00:00,26.0,-7.5,73.4,97.5
2010-11-23 06:00:00,26.0,-11.0,73.4,116.5
2010-11-23 08:00:00,26.0,-6.5,73.4,69.5
2010-11-23 10:00:00,26.0,-8.5,73.4,51.5
2010-11-23 12:00:00,26.0,-14.0,73.4,62.0
2010-11-23 14:00:00,26.0,-16.0,73.4,143.0
2010-11-23 16:00:00,26.0,-17.0,73.4,298.5
2010-11-23 18:00:00,26.0,-12.5,73.4,201.5
2010-11-23 20:00:00,26.0,-18.0,73.4,329.0
2010-11-23 22:00:00,26.0,-16.0,73.4,51.0
2010-11-24 00:00:00,13.0,-10.0,73.9,48.0
2010-11-24 02:00:00,13.0,-13.5,73.9,19.0
2010-11-24 04:00:00,13.0,-10.0,73.9,59.5
2010-11-24 06:00:00,13.0,-10.5,73.9,87.0
2010-11-24 08:00:00,13.0,-4.5,73.9,65.5
2010-11-24 10:00:00,13.0,-10.0,73.9,61.0
2010-11-24 12:00:00,13.0,-15.0,73.9,140.0
2010-11-24 14:00:00,13.0,-15.5,73.9,102.5
2010-11-24 16:00:00,13.0,-18.5,73.9,168.0
2010-11-24 18:00:00,13.0,-14.5,73.9,210.5
2010-11-24 20:00:00,13.0,-13.5,73.9,105.0
2010-11-24 22:00:00,13.0,-12.5,73.9,36.5
2010-11-25 00:00:00,24.0,-11.5,75.9,43.5
2010-11-25 02:00:00,24.0,-13.5,75.9,45.5
2010-11-25 04:00:00,24.0,-10.5,75.9,56.5
2010-11-25 06:00:00,24.0,-10.0,75.9,44.0
2010-11-25 08:00:00,24.0,-9.5,75.9,42.0
2010-11-25 10:00:00,24.0,-8.5,75.9,48.0
2010-11-25 12:00:00,24.0,-12.0,75.9,151.5
2010-11-25 14:00:00,24.0,-10.5,75.9,27.0
2010-11-25 16:00:00,24.0,-12.0,75.9,31.5
2010-11-25 18:00:00,24.0,-11.0,75.9,63.5
2010-11-25 20:00:00,24.0,-9.5,75.9,35.5
2010-11-25 22:00:00,24.0,-11.0,75.9,25.0
2010-11-26 00:00:00,14.0,-8.5,74.2,27.0
2010-11-26 02:00:00,14.0,-9.0,74.2,31.0
2010-11-26 04:00:00,14.0,-7.0,74.2,32.0
2010-11-26 06:00:00,14.0,-5.5,74.2,32.0
2010-11-26 08:00:00,14.0,-7.5,74.2,31.0
2010-11-26 10:00:00,14.0,-4.5,74.2,37.5
2010-11-26 12:00:00,14.0,-5.0,74.2,79.5
2010-11-26 14:00:00,14.0,-9.0,74.2,92.0
2010-11-26 16:00:00,14.0,-9.0,74.2,36.0
2010-11-26 18:00:00,14.0,-8.0,74.2,117.0
2010-11-26 20:00:00,14.0,-5.5,74.2,38.0
2010-11-26 22:00:00,14.0,-4.0,74.2,22.5
2010-11-27 00:00:00,13.0,-1.5,74.5,25.0
2010-11-27 02:00:00,13.0,-3.5,74.5,25.5
2010-11-27 04:00:00,13.0,-2.5,74.5,23.5
2010-11-27 06:00:00,13.0,1.0,74.5,27.5
2010-11-27 08:00:00,13.0,0.0,74.5,35.0
2010-11-27 10:00:00,13.0,-3.0,74.5,51.5
2010-11-27 12:00:00,13.0,-5.5,74.5,61.0
2010-11-27 14:00:00,13.0,3.5,74.5,129.0
2010-11-27 16:00:00,13.0,13.5,74.5,66.0
2010-11-27 18:00:00,13.0,6.5,74.5,204.5
2010-11-27 20:00:00,13.0,-1.0,74.5,509.0
2010-11-27 22:00:00,13.0,-11.5,74.5,73.5
2010-11-28 00:00:00,27.0,1.5,77.9,134.0
2010-11-28 02:00:00,27.0,-5.0,77.9,63.0
2010-11-28 04:00:00,27.0,6.0,77.9,89.0
2010-11-28 06:00:00,27.0,7.0,77.9,39.0
2010-11-28 08:00:00,27.0,-1.0,77.9,23.5
2010-11-28 10:00:00,27.0,-2.0,77.9,21.0
2010-11-28 12:00:00,27.0,-7.0,77.9,62.5
2010-11-28 14:00:00,27.0,-13.5,77.9,108.0
2010-11-28 16:00:00,27.0,-16.0,77.9,117.5
2010-11-28 18:00:00,27.0,-16.0,77.9,110.0
2010-11-28 20:00:00,27.0,-14.5,77.9,292.0
2010-11-28 22:00:00,27.0,-18.5,77.9,121.5
2010-11-29 00:00:00,29.0,-20.0,80.2,44.5
2010-11-29 02:00:00,29.0,-23.0,80.2,67.5
2010-11-29 04:00:00,29.0,-19.0,80.2,59.0
2010-11-29 06:00:00,29.0,-18.5,80.2,56.5
2010-11-29 08:00:00,29.0,-11.5,80.2,161.5
2010-11-29 10:00:00,29.0,-13.0,80.2,115.5
2010-11-29 12:00:00,29.0,-12.5,80.2,186.0
2010-11-29 14:00:00,29.0,-11.5,80.2,121.0
2010-11-29 16:00:00,29.0,-12.5,80.2,83.0
2010-11-29 18:00:00,29.0,-8.5,80.2,212.0
2010-11-29 20:00:00,29.0,-4.5,80.2,51.0
2010-11-29 22:00:00,29.0,-5.5,80.2,27.5
2010-11-30 00:00:00,24.0,-9.0,84.0,42.5
2010-11-30 02:00:00,24.0,-12.5,84.0,25.5
2010-11-30 04:00:00,24.0,-9.5,84.0,43.5
2010-11-30 06:00:00,24.0,-6.0,84.0,22.0
2010-11-30 08:00:00,24.0,6.0,84.0,40.0
2010-11-30 10:00:00,24.0,3.0,84.0,118.5
2010-11-30 12:00:00,24.0,0.0,84.0,42.5
2010-11-30 14:00:00,24.0,-5.5,84.0,92.5
2010-11-30 16:00:00,24.0,-13.5,84.0,120.0
2010-11-30 18:00:00,24.0,-8.0,84.0,43.5
2010-11-30 20:00:00,24.0,-9.0,84.0,51.0
2010-11-30 22:00:00,24.0,-12.0,84.0,75.5
2010-12-01 00:00:00,32.0,-14.0,84.1,41.0
2010-12-01 02:00:00,32.0,-15.5,84.1,25.5
2010-12-01 04:00:00,32.0,-12.0,84.1,26.0
2010-12-01 06:00:00,32.0,-9.0,84.1,22.0
2010-12-01 08:00:00,32.0,-2.5,84.1,34.0
2010-12-01 10:00:00,32.0,2.0,84.1,28.5
2010-12-01 12:00:00,32.0,1.5,84.1,25.0
2010-12-01 14:00:00,32.0,1.0,84.1,28.5
2010-12-01 16:00:00,32.0,-2.0,84.1,58.0
2010-12-01 18:00:00,32.0,-4.0,84.1,87.0
2010-12-01 20:00:00,32.0,-1.0,84.1,119.5
2010-12-01 22:00:00,32.0,-3.5,84.1,22.0
2010-12-02 00:00:00,36.0,-9.5,84.1,51.0
2010-12-02 02:00:00,36.0,-16.0,84.1,78.0
2010-12-02 04:00:00,36.0,-16.0,84.1,58.5
2010-12-02 06:00:00,36.0,-14.0,84.1,27.0
2010-12-02 08:00:00,36.0,-8.5,84.1,28.0
2010-12-02 10:00:00,36.0,-5.5,84.1,17.0
2010-12-02 12:00:00,36.0,-3.5,84.1,23.5
2010-12-02 14:00:00,36.0,-2.0,84.1,20.5
2010-12-02 16:00:00,36.0,-2.0,84.1,21.0
2010-12-02 18:00:00,36.0,-1.0,84.1,28.0
2010-12-02 20:00:00,36.0,1.0,84.1,17.5
2010-12-02 22:00:00,36.0,-3.0,84.1,18.0
2010-12-03 00:00:00,41.0,-3.5,84.4,10.5
2010-12-03 02:00:00,41.0,-4.0,84.4,18.5
2010-12-03 04:00:00,41.0,-2.0,84.4,37.5
2010-12-03 06:00:00,41.0,0.5,84.4,27.0
2010-12-03 08:00:00,41.0,2.0,84.4,21.0
2010-12-03 10:00:00,41.0,4.5,84.4,11.0
2010-12-03 12:00:00,41.0,4.5,84.4,19.0
2010-12-03 14:00:00,41.0,2.5,84.4,27.0
2010-12-03 16:00:00,41.0,-1.0,84.4,21.5
2010-12-03 18:00:00,41.0,0.5,84.4,26.0
2010-12-03 20:00:00,41.0,4.0,84.4,15.0
2010-12-03 22:00:00,41.0,4.5,84.4,16.0
2010-12-04 00:00:00,53.0,1.0,84.9,14.0
2010-12-04 02:00:00,53.0,-1.0,84.9,13.5
2010-12-04 04:00:00,53.0,-4.0,84.9,15.5
2010-12-04 06:00:00,53.0,-1.0,84.9,30.5
2010-12-04 08:00:00,53.0,10.5,84.9,32.0
2010-12-04 10:00:00,53.0,11.5,84.9,18.0
2010-12-04 12:00:00,53.0,4.5,84.9,135.5
2010-12-04 14:00:00,53.0,2.0,84.9,56.5
2010-12-04 16:00:00,53.0,-2.0,84.9,28.0
2010-12-04 18:00:00,53.0,-2.5,84.9,100.5
2010-12-04 20:00:00,53.0,0.0,84.9,19.5
2010-12-04 22:00:00,53.0,-5.5,84.9,21.0
2010-12-05 00:00:00,44.0,-7.0,85.4,22.0
2010-12-05 02:00:00,44.0,-7.0,85.4,26.5
2010-12-05 04:00:00,44.0,-7.5,85.4,30.0
2010-12-05 06:00:00,44.0,-9.0,85.4,35.5
2010-12-05 08:00:00,44.0,-4.0,85.4,32.5
2010-12-05 10:00:00,44.0,0.5,85.4,36.0
2010-12-05 12:00:00,44.0,3.0,85.4,24.5
2010-12-05 14:00:00,44.0,3.5,85.4,38.0
2010-12-05 16:00:00,44.0,6.0,85.4,32.5
2010-12-05 18:00:00,44.0,9.0,85.4,33.0
2010-12-05 20:00:00,44.0,8.0,85.4,92.5
2010-12-05 22:00:00,44.0,0.0,85.4,123.5
2010-12-06 00:00:00,29.0,-2.5,85.9,39.0
2010-12-06 02:00:00,29.0,1.5,85.9,30.5
2010-12-06 04:00:00,29.0,1.0,85.9,26.5
2010-12-06 06:00:00,29.0,-1.0,85.9,30.5
2010-12-06 08:00:00,29.0,1.0,85.9,50.0
2010-12-06 10:00:00,29.0,3.0,85.9,70.0
2010-12-06 12:00:00,29.0,8.0,85.9,20.5
2010-12-06 14:00:00,29.0,9.5,85.9,24.5
2010-12-06 16:00:00,29.0,-1.0,85.9,131.5
2010-12-06 18:00:00,29.0,3.0,85.9,34.0
2010-12-06 20:00:00,29.0,6.0,85.9,20.0
2010-12-06 22:00:00,29.0,-1.0,85.9,32.0
2010-12-07 00:00:00,31.0,-2.0,84.5,25.5
2010-12-07 02:00:00,31.0,-2.0,84.5,30.5
2010-12-07 04:00:00,31.0,-0.5,84.5,22.0
2010-12-07 06:00:00,31.0,5.5,84.5,18.5
2010-12-07 08:00:00,31.0,11.5,84.5,25.0
2010-12-07 10:00:00,31.0,10.5,84.5,38.0
2010-12-07 12:00:00,31.0,-2.0,84.5,263.0
2010-12-07 14:00:00,31.0,-6.5,84.5,94.5
2010-12-07 16:00:00,31.0,-3.5,84.5,105.0
2010-12-07 18:00:00,31.0,-8.0,84.5,120.0
2010-12-07 20:00:00,31.0,-5.0,84.5,188.5
2010-12-07 22:00:00,31.0,-11.0,84.5,100.0
2010-12-08 00:00:00,31.0,-12.5,84.6,60.5
2010-12-08 02:00:00,31.0,-12.5,84.6,56.0
2010-12-08 04:00:00,31.0,-12.5,84.6,74.5
2010-12-08 06:00:00,31.0,-6.0,84.6,78.0
2010-12-08 08:00:00,31.0,-2.0,84.6,16.0
2010-12-08 10:00:00,31.0,-3.0,84.6,47.5
2010-12-08 12:00:00,31.0,-5.5,84.6,89.5
2010-12-08 14:00:00,31.0,-13.0,84.6,235.5
2010-12-08 16:00:00,31.0,-12.5,84.6,299.0
2010-12-08 18:00:00,31.0,-10.0,84.6,275.0
2010-12-08 20:00:00,31.0,-8.0,84.6,153.5
2010-12-08 22:00:00,31.0,-9.5,84.6,31.5
2010-12-09 00:00:00,29.0,-14.5,84.2,33.0
2010-12-09 02:00:00,29.0,-15.0,84.2,40.5
2010-12-09 04:00:00,29.0,-11.0,84.2,35.5
