# NASA OMNI Data for Comparison with SuperDARN MSTID Index
# Data re-processed by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# radar: sas
# lat: 56.1
# lon: -103.8
# season: 20151101_20160501
#
datetime_ut,DAILY_SUNSPOT_NO_,DAILY_F10.7_,1-H_DST_nT,1-H_AE_nT
2015-11-04 10:00:00,105.0,112.0,-46.0,707.5
2015-11-04 12:00:00,105.0,112.0,-54.0,965.5
2015-11-04 14:00:00,105.0,112.0,-41.5,406.5
2015-11-04 16:00:00,105.0,112.0,-30.5,100.0
2015-11-04 18:00:00,105.0,112.0,-24.0,80.5
2015-11-04 20:00:00,105.0,112.0,-29.0,91.0
2015-11-04 22:00:00,105.0,112.0,-27.5,110.0
2015-11-05 00:00:00,85.0,108.1,-27.0,96.5
2015-11-05 02:00:00,85.0,108.1,-22.5,102.5
2015-11-05 04:00:00,85.0,108.1,-26.0,55.5
2015-11-05 06:00:00,85.0,108.1,-29.0,107.0
2015-11-05 08:00:00,85.0,108.1,-33.5,470.5
2015-11-05 10:00:00,85.0,108.1,-33.5,535.0
2015-11-05 12:00:00,85.0,108.1,-31.0,354.0
2015-11-05 14:00:00,85.0,108.1,-31.0,338.5
2015-11-05 16:00:00,85.0,108.1,-32.5,480.5
2015-11-05 18:00:00,85.0,108.1,-36.0,272.0
2015-11-05 20:00:00,85.0,108.1,-34.5,254.5
2015-11-05 22:00:00,85.0,108.1,-36.0,317.5
2015-11-06 00:00:00,81.0,113.2,-29.5,226.5
2015-11-06 02:00:00,81.0,113.2,-24.5,89.5
2015-11-06 04:00:00,81.0,113.2,-27.0,117.0
2015-11-06 06:00:00,81.0,113.2,-25.5,117.5
2015-11-06 08:00:00,81.0,113.2,-26.0,109.0
2015-11-06 10:00:00,81.0,113.2,-23.5,85.0
2015-11-06 12:00:00,81.0,113.2,-20.0,150.0
2015-11-06 14:00:00,81.0,113.2,-15.5,141.0
2015-11-06 16:00:00,81.0,113.2,-14.5,138.0
2015-11-06 18:00:00,81.0,113.2,-1.0,298.0
2015-11-06 20:00:00,81.0,113.2,-12.5,395.5
2015-11-06 22:00:00,81.0,113.2,-19.0,448.0
2015-11-07 00:00:00,84.0,112.9,-30.0,427.5
2015-11-07 02:00:00,84.0,112.9,-35.0,887.5
2015-11-07 04:00:00,84.0,112.9,-75.0,1026.0
2015-11-07 06:00:00,84.0,112.9,-84.5,824.0
2015-11-07 08:00:00,84.0,112.9,-75.5,657.5
2015-11-07 10:00:00,84.0,112.9,-66.0,728.5
2015-11-07 12:00:00,84.0,112.9,-75.5,526.0
2015-11-07 14:00:00,84.0,112.9,-68.5,410.5
2015-11-07 16:00:00,84.0,112.9,-67.0,392.5
2015-11-07 18:00:00,84.0,112.9,-58.0,502.5
2015-11-07 20:00:00,84.0,112.9,-47.5,111.0
2015-11-07 22:00:00,84.0,112.9,-40.0,51.5
2015-11-08 00:00:00,76.0,105.7,-31.5,45.0
2015-11-08 02:00:00,76.0,105.7,-23.5,57.0
2015-11-08 04:00:00,76.0,105.7,-28.0,36.0
2015-11-08 06:00:00,76.0,105.7,-24.0,38.5
2015-11-08 08:00:00,76.0,105.7,-25.5,57.0
2015-11-08 10:00:00,76.0,105.7,-28.5,174.0
2015-11-08 12:00:00,76.0,105.7,-39.5,688.5
2015-11-08 14:00:00,76.0,105.7,-43.5,577.5
2015-11-08 16:00:00,76.0,105.7,-43.5,231.0
2015-11-08 18:00:00,76.0,105.7,-46.0,796.0
2015-11-08 20:00:00,76.0,105.7,-47.5,742.0
2015-11-08 22:00:00,76.0,105.7,-49.5,521.0
2015-11-09 00:00:00,67.0,105.6,-46.5,457.5
2015-11-09 02:00:00,67.0,105.6,-47.0,325.5
2015-11-09 04:00:00,67.0,105.6,-47.5,479.0
2015-11-09 06:00:00,67.0,105.6,-45.0,559.5
2015-11-09 08:00:00,67.0,105.6,-45.0,481.0
2015-11-09 10:00:00,67.0,105.6,-44.5,760.5
2015-11-09 12:00:00,67.0,105.6,-47.0,698.0
2015-11-09 14:00:00,67.0,105.6,-52.5,833.0
2015-11-09 16:00:00,67.0,105.6,-52.5,528.0
2015-11-09 18:00:00,67.0,105.6,-41.0,527.0
2015-11-09 20:00:00,67.0,105.6,-32.0,378.0
2015-11-09 22:00:00,67.0,105.6,-32.0,583.5
2015-11-10 00:00:00,71.0,103.3,-26.0,568.5
2015-11-10 02:00:00,71.0,103.3,-32.0,482.5
2015-11-10 04:00:00,71.0,103.3,-40.5,398.0
2015-11-10 06:00:00,71.0,103.3,-42.5,727.0
2015-11-10 08:00:00,71.0,103.3,-51.5,616.5
2015-11-10 10:00:00,71.0,103.3,-40.0,810.0
2015-11-10 12:00:00,71.0,103.3,-55.0,879.5
2015-11-10 14:00:00,71.0,103.3,-50.0,325.0
2015-11-10 16:00:00,71.0,103.3,-48.0,645.0
2015-11-10 18:00:00,71.0,103.3,-44.0,294.5
2015-11-10 20:00:00,71.0,103.3,-34.5,449.0
2015-11-10 22:00:00,71.0,103.3,-32.0,254.5
2015-11-11 00:00:00,63.0,102.9,-28.0,517.0
2015-11-11 02:00:00,63.0,102.9,-21.5,106.5
2015-11-11 04:00:00,63.0,102.9,-28.0,278.0
2015-11-11 06:00:00,63.0,102.9,-33.0,460.0
2015-11-11 08:00:00,63.0,102.9,-30.0,354.5
2015-11-11 10:00:00,63.0,102.9,-28.0,167.0
2015-11-11 12:00:00,63.0,102.9,-27.5,599.0
2015-11-11 14:00:00,63.0,102.9,-28.0,363.0
2015-11-11 16:00:00,63.0,102.9,-32.0,689.0
2015-11-11 18:00:00,63.0,102.9,-36.0,342.0
2015-11-11 20:00:00,63.0,102.9,-32.5,190.0
2015-11-11 22:00:00,63.0,102.9,-31.5,47.0
2015-11-12 00:00:00,60.0,101.4,-27.0,69.0
2015-11-12 02:00:00,60.0,101.4,-23.5,53.5
2015-11-12 04:00:00,60.0,101.4,-21.5,50.0
2015-11-12 06:00:00,60.0,101.4,-22.5,166.0
2015-11-12 08:00:00,60.0,101.4,-29.5,222.0
2015-11-12 10:00:00,60.0,101.4,-34.0,145.0
2015-11-12 12:00:00,60.0,101.4,-33.0,34.5
2015-11-12 14:00:00,60.0,101.4,-29.5,57.0
2015-11-12 16:00:00,60.0,101.4,-25.5,39.5
2015-11-12 18:00:00,60.0,101.4,-23.5,51.0
2015-11-12 20:00:00,60.0,101.4,-23.0,79.5
2015-11-12 22:00:00,60.0,101.4,-22.0,94.0
2015-11-13 00:00:00,50.0,100.8,-23.5,108.0
2015-11-13 02:00:00,50.0,100.8,-17.5,61.0
2015-11-13 04:00:00,50.0,100.8,-13.5,61.0
2015-11-13 06:00:00,50.0,100.8,-12.5,84.0
2015-11-13 08:00:00,50.0,100.8,-13.5,69.0
2015-11-13 10:00:00,50.0,100.8,-9.5,491.0
2015-11-13 12:00:00,50.0,100.8,-6.0,294.5
2015-11-13 14:00:00,50.0,100.8,-24.5,472.5
2015-11-13 16:00:00,50.0,100.8,-24.5,361.5
2015-11-13 18:00:00,50.0,100.8,-23.0,479.0
2015-11-13 20:00:00,50.0,100.8,-19.0,120.0
2015-11-13 22:00:00,50.0,100.8,-26.0,318.5
2015-11-14 00:00:00,39.0,104.1,-24.0,274.0
2015-11-14 02:00:00,39.0,104.1,-23.5,166.0
2015-11-14 04:00:00,39.0,104.1,-27.5,380.5
2015-11-14 06:00:00,39.0,104.1,-28.5,225.0
2015-11-14 08:00:00,39.0,104.1,-27.0,203.5
2015-11-14 10:00:00,39.0,104.1,-26.0,333.5
2015-11-14 12:00:00,39.0,104.1,-24.5,234.5
2015-11-14 14:00:00,39.0,104.1,-24.0,169.0
2015-11-14 16:00:00,39.0,104.1,-18.0,59.5
2015-11-14 18:00:00,39.0,104.1,-15.0,150.0
2015-11-14 20:00:00,39.0,104.1,-10.5,113.0
2015-11-14 22:00:00,39.0,104.1,-8.5,142.5
2015-11-15 00:00:00,58.0,103.5,-10.0,167.5
2015-11-15 02:00:00,58.0,103.5,-7.5,53.5
2015-11-15 04:00:00,58.0,103.5,-12.0,192.0
2015-11-15 06:00:00,58.0,103.5,-11.0,96.5
2015-11-15 08:00:00,58.0,103.5,-15.0,152.0
2015-11-15 10:00:00,58.0,103.5,-11.5,282.0
2015-11-15 12:00:00,58.0,103.5,-9.0,133.5
2015-11-15 14:00:00,58.0,103.5,-6.0,141.0
2015-11-15 16:00:00,58.0,103.5,-4.5,50.5
2015-11-15 18:00:00,58.0,103.5,-4.0,126.0
2015-11-15 20:00:00,58.0,103.5,-6.0,200.0
2015-11-15 22:00:00,58.0,103.5,-17.5,478.0
2015-11-16 00:00:00,43.0,103.2,-23.0,412.0
2015-11-16 02:00:00,43.0,103.2,-26.0,415.5
2015-11-16 04:00:00,43.0,103.2,-27.5,305.5
2015-11-16 06:00:00,43.0,103.2,-25.5,327.5
2015-11-16 08:00:00,43.0,103.2,-23.0,482.5
2015-11-16 10:00:00,43.0,103.2,-26.0,393.5
2015-11-16 12:00:00,43.0,103.2,-31.5,370.5
2015-11-16 14:00:00,43.0,103.2,-37.5,805.0
2015-11-16 16:00:00,43.0,103.2,-35.5,444.0
2015-11-16 18:00:00,43.0,103.2,-29.5,369.5
2015-11-16 20:00:00,43.0,103.2,-24.0,89.0
2015-11-16 22:00:00,43.0,103.2,-22.5,229.0
2015-11-17 00:00:00,35.0,104.6,-17.0,66.5
2015-11-17 02:00:00,35.0,104.6,-13.5,192.5
2015-11-17 04:00:00,35.0,104.6,-16.5,112.0
2015-11-17 06:00:00,35.0,104.6,-14.5,87.0
2015-11-17 08:00:00,35.0,104.6,-14.5,220.5
2015-11-17 10:00:00,35.0,104.6,-11.0,104.5
2015-11-17 12:00:00,35.0,104.6,-13.0,98.0
2015-11-17 14:00:00,35.0,104.6,-15.5,182.5
2015-11-17 16:00:00,35.0,104.6,-17.5,254.5
2015-11-17 18:00:00,35.0,104.6,-11.5,357.0
2015-11-17 20:00:00,35.0,104.6,-3.5,84.0
2015-11-17 22:00:00,35.0,104.6,-5.5,43.5
2015-11-18 00:00:00,29.0,105.1,-7.0,28.0
2015-11-18 02:00:00,29.0,105.1,-6.0,104.0
2015-11-18 04:00:00,29.0,105.1,-1.5,43.5
2015-11-18 06:00:00,29.0,105.1,1.5,29.5
2015-11-18 08:00:00,29.0,105.1,-14.5,273.0
2015-11-18 10:00:00,29.0,105.1,-27.0,522.5
2015-11-18 12:00:00,29.0,105.1,-24.0,86.0
2015-11-18 14:00:00,29.0,105.1,-25.5,257.0
2015-11-18 16:00:00,29.0,105.1,-24.5,280.5
2015-11-18 18:00:00,29.0,105.1,-16.0,133.0
2015-11-18 20:00:00,29.0,105.1,-6.0,640.5
2015-11-18 22:00:00,29.0,105.1,-28.0,612.0
2015-11-19 00:00:00,41.0,105.6,-20.0,290.5
2015-11-19 02:00:00,41.0,105.6,-24.5,143.0
2015-11-19 04:00:00,41.0,105.6,-25.0,51.0
2015-11-19 06:00:00,41.0,105.6,-21.0,38.5
2015-11-19 08:00:00,41.0,105.6,-23.5,123.5
2015-11-19 10:00:00,41.0,105.6,-29.0,365.5
2015-11-19 12:00:00,41.0,105.6,-31.0,123.5
2015-11-19 14:00:00,41.0,105.6,-20.0,52.5
2015-11-19 16:00:00,41.0,105.6,-15.5,28.5
2015-11-19 18:00:00,41.0,105.6,-12.0,55.0
2015-11-19 20:00:00,41.0,105.6,-7.0,34.0
2015-11-19 22:00:00,41.0,105.6,-7.5,18.0
2015-11-20 00:00:00,53.0,108.4,-4.5,22.0
2015-11-20 02:00:00,53.0,108.4,-3.5,20.0
2015-11-20 04:00:00,53.0,108.4,-7.5,24.5
2015-11-20 06:00:00,53.0,108.4,0.5,55.5
2015-11-20 08:00:00,53.0,108.4,-5.0,147.0
2015-11-20 10:00:00,53.0,108.4,-10.0,136.5
2015-11-20 12:00:00,53.0,108.4,-8.0,32.0
2015-11-20 14:00:00,53.0,108.4,-5.0,37.0
2015-11-20 16:00:00,53.0,108.4,-4.5,36.0
2015-11-20 18:00:00,53.0,108.4,3.5,26.5
2015-11-20 20:00:00,53.0,108.4,11.0,20.5
2015-11-20 22:00:00,53.0,108.4,9.0,20.5
2015-11-21 00:00:00,59.0,119.2,-2.5,32.0
2015-11-21 02:00:00,59.0,119.2,-13.0,158.0
2015-11-21 04:00:00,59.0,119.2,-10.0,45.5
2015-11-21 06:00:00,59.0,119.2,-7.0,41.0
2015-11-21 08:00:00,59.0,119.2,-6.5,31.5
2015-11-21 10:00:00,59.0,119.2,-6.0,21.0
2015-11-21 12:00:00,59.0,119.2,-7.5,43.0
2015-11-21 14:00:00,59.0,119.2,-2.5,54.0
2015-11-21 16:00:00,59.0,119.2,-2.5,30.0
2015-11-21 18:00:00,59.0,119.2,-4.5,78.5
2015-11-21 20:00:00,59.0,119.2,-2.0,55.5
2015-11-21 22:00:00,59.0,119.2,-0.5,22.5
2015-11-22 00:00:00,70.0,119.9,-2.0,19.0
2015-11-22 02:00:00,70.0,119.9,-5.0,33.5
2015-11-22 04:00:00,70.0,119.9,-6.0,30.0
2015-11-22 06:00:00,70.0,119.9,-6.0,62.5
2015-11-22 08:00:00,70.0,119.9,-3.5,45.0
2015-11-22 10:00:00,70.0,119.9,-4.0,23.5
2015-11-22 12:00:00,70.0,119.9,-8.0,24.0
2015-11-22 14:00:00,70.0,119.9,-9.0,71.5
2015-11-22 16:00:00,70.0,119.9,-4.5,36.5
2015-11-22 18:00:00,70.0,119.9,0.0,34.0
2015-11-22 20:00:00,70.0,119.9,2.5,37.5
2015-11-22 22:00:00,70.0,119.9,3.0,19.0
2015-11-23 00:00:00,55.0,116.7,3.0,23.5
2015-11-23 02:00:00,55.0,116.7,2.0,29.0
2015-11-23 04:00:00,55.0,116.7,-1.0,37.5
2015-11-23 06:00:00,55.0,116.7,-4.5,60.0
2015-11-23 08:00:00,55.0,116.7,-3.5,19.5
2015-11-23 10:00:00,55.0,116.7,-1.5,55.5
2015-11-23 12:00:00,55.0,116.7,-4.0,49.5
2015-11-23 14:00:00,55.0,116.7,-1.5,73.5
2015-11-23 16:00:00,55.0,116.7,-0.5,31.5
2015-11-23 18:00:00,55.0,116.7,-1.0,27.0
2015-11-23 20:00:00,55.0,116.7,3.0,23.0
2015-11-23 22:00:00,55.0,116.7,4.5,18.0
2015-11-24 00:00:00,59.0,110.3,4.5,14.0
2015-11-24 02:00:00,59.0,110.3,2.5,13.0
2015-11-24 04:00:00,59.0,110.3,2.5,15.0
2015-11-24 06:00:00,59.0,110.3,1.5,17.5
2015-11-24 08:00:00,59.0,110.3,0.0,33.0
2015-11-24 10:00:00,59.0,110.3,-2.5,46.5
2015-11-24 12:00:00,59.0,110.3,-2.0,33.0
2015-11-24 14:00:00,59.0,110.3,0.5,27.5
2015-11-24 16:00:00,59.0,110.3,3.5,29.0
2015-11-24 18:00:00,59.0,110.3,6.5,37.0
2015-11-24 20:00:00,59.0,110.3,7.0,41.5
2015-11-24 22:00:00,59.0,110.3,5.0,47.0
2015-11-25 00:00:00,62.0,106.2,5.0,13.0
2015-11-25 02:00:00,62.0,106.2,6.0,14.0
2015-11-25 04:00:00,62.0,106.2,6.5,13.0
2015-11-25 06:00:00,62.0,106.2,7.0,14.0
2015-11-25 08:00:00,62.0,106.2,5.5,17.5
2015-11-25 10:00:00,62.0,106.2,6.0,19.0
2015-11-25 12:00:00,62.0,106.2,10.0,25.5
2015-11-25 14:00:00,62.0,106.2,12.0,22.0
2015-11-25 16:00:00,62.0,106.2,11.5,25.5
2015-11-25 18:00:00,62.0,106.2,13.0,21.0
2015-11-25 20:00:00,62.0,106.2,13.5,17.5
2015-11-25 22:00:00,62.0,106.2,13.5,14.5
2015-11-26 00:00:00,64.0,101.2,13.5,13.5
2015-11-26 02:00:00,64.0,101.2,11.5,13.0
2015-11-26 04:00:00,64.0,101.2,13.5,14.0
2015-11-26 06:00:00,64.0,101.2,13.5,12.5
2015-11-26 08:00:00,64.0,101.2,11.0,12.5
2015-11-26 10:00:00,64.0,101.2,9.0,18.0
2015-11-26 12:00:00,64.0,101.2,6.0,47.0
2015-11-26 14:00:00,64.0,101.2,10.5,105.5
2015-11-26 16:00:00,64.0,101.2,5.0,131.0
2015-11-26 18:00:00,64.0,101.2,-3.0,222.0
2015-11-26 20:00:00,64.0,101.2,-5.5,193.5
2015-11-26 22:00:00,64.0,101.2,-7.0,106.5
2015-11-27 00:00:00,59.0,96.3,-9.5,114.5
2015-11-27 02:00:00,59.0,96.3,-9.5,218.5
2015-11-27 04:00:00,59.0,96.3,-9.5,282.0
2015-11-27 06:00:00,59.0,96.3,-4.5,62.5
2015-11-27 08:00:00,59.0,96.3,-6.5,27.5
2015-11-27 10:00:00,59.0,96.3,-3.0,38.5
2015-11-27 12:00:00,59.0,96.3,-7.5,42.5
2015-11-27 14:00:00,59.0,96.3,-2.5,89.5
2015-11-27 16:00:00,59.0,96.3,-4.5,125.0
2015-11-27 18:00:00,59.0,96.3,-1.0,35.0
2015-11-27 20:00:00,59.0,96.3,1.5,75.5
2015-11-27 22:00:00,59.0,96.3,2.0,92.0
2015-11-28 00:00:00,52.0,94.0,5.5,28.5
2015-11-28 02:00:00,52.0,94.0,11.5,24.0
2015-11-28 04:00:00,52.0,94.0,13.0,42.5
2015-11-28 06:00:00,52.0,94.0,12.0,87.0
2015-11-28 08:00:00,52.0,94.0,12.0,63.5
2015-11-28 10:00:00,52.0,94.0,8.0,54.5
2015-11-28 12:00:00,52.0,94.0,-9.0,315.5
2015-11-28 14:00:00,52.0,94.0,-2.5,93.0
2015-11-28 16:00:00,52.0,94.0,7.5,41.5
2015-11-28 18:00:00,52.0,94.0,10.5,65.0
2015-11-28 20:00:00,52.0,94.0,-3.0,463.5
2015-11-28 22:00:00,52.0,94.0,-11.5,215.5
2015-11-29 00:00:00,54.0,92.9,-8.0,46.5
2015-11-29 02:00:00,54.0,92.9,-8.5,24.0
2015-11-29 04:00:00,54.0,92.9,1.0,39.0
2015-11-29 06:00:00,54.0,92.9,6.5,26.0
2015-11-29 08:00:00,54.0,92.9,1.5,76.5
2015-11-29 10:00:00,54.0,92.9,-8.0,132.5
2015-11-29 12:00:00,54.0,92.9,-2.0,106.0
2015-11-29 14:00:00,54.0,92.9,-1.5,132.0
2015-11-29 16:00:00,54.0,92.9,-2.5,61.0
2015-11-29 18:00:00,54.0,92.9,4.5,391.5
2015-11-29 20:00:00,54.0,92.9,-4.5,582.5
2015-11-29 22:00:00,54.0,92.9,-14.5,413.0
2015-11-30 00:00:00,48.0,93.1,-11.5,333.0
2015-11-30 02:00:00,48.0,93.1,-8.0,150.0
2015-11-30 04:00:00,48.0,93.1,-1.0,368.0
2015-11-30 06:00:00,48.0,93.1,5.5,180.0
2015-11-30 08:00:00,48.0,93.1,-19.5,686.5
2015-11-30 10:00:00,48.0,93.1,-36.5,560.0
2015-11-30 12:00:00,48.0,93.1,-38.0,172.5
2015-11-30 14:00:00,48.0,93.1,-29.5,144.0
2015-11-30 16:00:00,48.0,93.1,-24.0,156.0
2015-11-30 18:00:00,48.0,93.1,-17.0,111.5
2015-11-30 20:00:00,48.0,93.1,-18.0,164.0
2015-11-30 22:00:00,48.0,93.1,-12.5,165.0
2015-12-01 00:00:00,32.0,91.9,-16.0,68.5
2015-12-01 02:00:00,32.0,91.9,-15.5,154.5
2015-12-01 04:00:00,32.0,91.9,-16.0,45.0
2015-12-01 06:00:00,32.0,91.9,-11.5,74.5
2015-12-01 08:00:00,32.0,91.9,-3.0,205.0
2015-12-01 10:00:00,32.0,91.9,-14.0,389.0
2015-12-01 12:00:00,32.0,91.9,-31.5,467.0
2015-12-01 14:00:00,32.0,91.9,-24.5,553.5
2015-12-01 16:00:00,32.0,91.9,-24.0,615.5
2015-12-01 18:00:00,32.0,91.9,-24.0,313.0
2015-12-01 20:00:00,32.0,91.9,-33.5,386.5
2015-12-01 22:00:00,32.0,91.9,-26.5,388.5
2015-12-02 00:00:00,49.0,92.6,-28.5,150.0
2015-12-02 02:00:00,49.0,92.6,-26.0,136.0
2015-12-02 04:00:00,49.0,92.6,-24.0,103.0
2015-12-02 06:00:00,49.0,92.6,-22.5,115.5
2015-12-02 08:00:00,49.0,92.6,-20.5,251.5
2015-12-02 10:00:00,49.0,92.6,-26.5,395.5
2015-12-02 12:00:00,49.0,92.6,-27.5,327.0
2015-12-02 14:00:00,49.0,92.6,-19.5,346.0
2015-12-02 16:00:00,49.0,92.6,-17.5,231.0
2015-12-02 18:00:00,49.0,92.6,-16.5,188.5
2015-12-02 20:00:00,49.0,92.6,-20.5,188.5
2015-12-02 22:00:00,49.0,92.6,-17.5,47.0
2015-12-03 00:00:00,36.0,91.8,-19.5,44.5
2015-12-03 02:00:00,36.0,91.8,-19.0,29.0
2015-12-03 04:00:00,36.0,91.8,-16.0,55.5
2015-12-03 06:00:00,36.0,91.8,-12.0,44.5
2015-12-03 08:00:00,36.0,91.8,-11.5,105.0
2015-12-03 10:00:00,36.0,91.8,-11.5,41.5
2015-12-03 12:00:00,36.0,91.8,-11.5,25.5
2015-12-03 14:00:00,36.0,91.8,-12.5,42.0
2015-12-03 16:00:00,36.0,91.8,-10.5,53.5
2015-12-03 18:00:00,36.0,91.8,-7.0,30.5
2015-12-03 20:00:00,36.0,91.8,-5.5,84.0
2015-12-03 22:00:00,36.0,91.8,-9.5,72.0
2015-12-04 00:00:00,33.0,94.8,-8.5,30.5
2015-12-04 02:00:00,33.0,94.8,-9.0,39.5
2015-12-04 04:00:00,33.0,94.8,-12.0,64.5
2015-12-04 06:00:00,33.0,94.8,-9.0,134.0
2015-12-04 08:00:00,33.0,94.8,-9.5,101.5
2015-12-04 10:00:00,33.0,94.8,-9.5,76.0
2015-12-04 12:00:00,33.0,94.8,-9.0,78.5
2015-12-04 14:00:00,33.0,94.8,-6.5,139.5
2015-12-04 16:00:00,33.0,94.8,-7.5,80.0
2015-12-04 18:00:00,33.0,94.8,-4.0,29.0
2015-12-04 20:00:00,33.0,94.8,-5.0,20.5
2015-12-04 22:00:00,33.0,94.8,-7.5,125.5
2015-12-05 00:00:00,49.0,97.6,-11.0,105.5
2015-12-05 02:00:00,49.0,97.6,-9.5,67.0
2015-12-05 04:00:00,49.0,97.6,-4.5,87.0
2015-12-05 06:00:00,49.0,97.6,3.0,74.5
2015-12-05 08:00:00,49.0,97.6,-9.5,560.0
2015-12-05 10:00:00,49.0,97.6,-9.0,112.5
2015-12-05 12:00:00,49.0,97.6,-8.0,234.0
2015-12-05 14:00:00,49.0,97.6,-12.5,282.0
2015-12-05 16:00:00,49.0,97.6,-19.5,653.0
2015-12-05 18:00:00,49.0,97.6,-14.5,286.5
2015-12-05 20:00:00,49.0,97.6,-20.0,356.0
2015-12-05 22:00:00,49.0,97.6,-16.5,366.0
2015-12-06 00:00:00,54.0,99.3,-12.0,184.5
2015-12-06 02:00:00,54.0,99.3,-14.0,235.5
2015-12-06 04:00:00,54.0,99.3,-21.0,499.0
2015-12-06 06:00:00,54.0,99.3,-23.0,379.0
2015-12-06 08:00:00,54.0,99.3,-26.5,302.0
2015-12-06 10:00:00,54.0,99.3,-24.5,609.0
2015-12-06 12:00:00,54.0,99.3,-35.0,858.5
2015-12-06 14:00:00,54.0,99.3,-27.0,316.0
2015-12-06 16:00:00,54.0,99.3,-21.5,354.5
2015-12-06 18:00:00,54.0,99.3,-21.5,470.5
2015-12-06 20:00:00,54.0,99.3,-26.0,334.5
2015-12-06 22:00:00,54.0,99.3,-21.5,351.5
2015-12-07 00:00:00,60.0,97.8,-20.5,265.0
2015-12-07 02:00:00,60.0,97.8,-19.5,104.0
2015-12-07 04:00:00,60.0,97.8,-20.0,274.0
2015-12-07 06:00:00,60.0,97.8,-14.0,226.5
2015-12-07 08:00:00,60.0,97.8,-16.5,412.5
2015-12-07 10:00:00,60.0,97.8,-24.5,474.0
2015-12-07 12:00:00,60.0,97.8,-18.5,578.0
2015-12-07 14:00:00,60.0,97.8,-19.5,476.0
2015-12-07 16:00:00,60.0,97.8,-18.5,353.5
2015-12-07 18:00:00,60.0,97.8,-19.0,354.5
2015-12-07 20:00:00,60.0,97.8,-17.5,242.5
2015-12-07 22:00:00,60.0,97.8,-14.0,125.5
2015-12-08 00:00:00,57.0,107.9,-19.5,401.0
2015-12-08 02:00:00,57.0,107.9,-20.0,128.5
2015-12-08 04:00:00,57.0,107.9,-22.5,184.0
2015-12-08 06:00:00,57.0,107.9,-23.5,89.5
2015-12-08 08:00:00,57.0,107.9,-20.0,138.5
2015-12-08 10:00:00,57.0,107.9,-23.5,289.5
2015-12-08 12:00:00,57.0,107.9,-22.5,247.0
2015-12-08 14:00:00,57.0,107.9,-18.0,120.0
2015-12-08 16:00:00,57.0,107.9,-11.5,167.5
2015-12-08 18:00:00,57.0,107.9,-12.5,111.0
2015-12-08 20:00:00,57.0,107.9,-10.5,49.5
2015-12-08 22:00:00,57.0,107.9,-9.0,117.0
2015-12-09 00:00:00,77.0,105.5,-8.5,113.0
2015-12-09 02:00:00,77.0,105.5,-13.0,99.0
