# NASA OMNI Data for Comparison with SuperDARN MSTID Index
# Data re-processed by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# radar: fhw
# lat: 43.3
# lon: -102.7
# season: 20121101_20130501
#
datetime_ut,DAILY_SUNSPOT_NO_,DAILY_F10.7_,1-H_DST_nT,1-H_AE_nT
2012-11-06 06:00:00,47.0,96.9,-2.5,117.5
2012-11-06 08:00:00,47.0,96.9,-5.5,131.5
2012-11-06 10:00:00,47.0,96.9,-3.5,132.5
2012-11-06 12:00:00,47.0,96.9,-7.0,166.5
2012-11-06 14:00:00,47.0,96.9,-11.5,279.0
2012-11-06 16:00:00,47.0,96.9,-12.0,388.0
2012-11-06 18:00:00,47.0,96.9,-2.5,134.5
2012-11-06 20:00:00,47.0,96.9,-0.5,72.0
2012-11-06 22:00:00,47.0,96.9,9.5,63.0
2012-11-07 00:00:00,61.0,99.8,12.5,54.5
2012-11-07 02:00:00,61.0,99.8,-0.5,199.0
2012-11-07 04:00:00,61.0,99.8,5.5,36.5
2012-11-07 06:00:00,61.0,99.8,7.0,43.0
2012-11-07 08:00:00,61.0,99.8,3.5,97.5
2012-11-07 10:00:00,61.0,99.8,3.5,130.0
2012-11-07 12:00:00,61.0,99.8,6.5,121.5
2012-11-07 14:00:00,61.0,99.8,-3.0,269.5
2012-11-07 16:00:00,61.0,99.8,-3.0,329.5
2012-11-07 18:00:00,61.0,99.8,-3.0,260.5
2012-11-07 20:00:00,61.0,99.8,-3.0,481.0
2012-11-07 22:00:00,61.0,99.8,-6.0,62.5
2012-11-08 00:00:00,65.0,102.2,-6.0,27.5
2012-11-08 02:00:00,65.0,102.2,-5.5,18.0
2012-11-08 04:00:00,65.0,102.2,-5.0,20.0
2012-11-08 06:00:00,65.0,102.2,-4.0,39.0
2012-11-08 08:00:00,65.0,102.2,-1.0,33.5
2012-11-08 10:00:00,65.0,102.2,-5.5,67.5
2012-11-08 12:00:00,65.0,102.2,-4.0,58.5
2012-11-08 14:00:00,65.0,102.2,1.5,31.5
2012-11-08 16:00:00,65.0,102.2,3.0,27.0
2012-11-08 18:00:00,65.0,102.2,4.0,19.5
2012-11-08 20:00:00,65.0,102.2,8.0,28.5
2012-11-08 22:00:00,65.0,102.2,4.0,28.0
2012-11-09 00:00:00,65.0,112.9,2.0,15.5
2012-11-09 02:00:00,65.0,112.9,3.0,13.0
2012-11-09 04:00:00,65.0,112.9,1.0,15.0
2012-11-09 06:00:00,65.0,112.9,2.5,50.0
2012-11-09 08:00:00,65.0,112.9,5.0,39.0
2012-11-09 10:00:00,65.0,112.9,5.0,38.0
2012-11-09 12:00:00,65.0,112.9,6.0,49.5
2012-11-09 14:00:00,65.0,112.9,9.5,32.0
2012-11-09 16:00:00,65.0,112.9,4.5,37.5
2012-11-09 18:00:00,65.0,112.9,2.5,20.5
2012-11-09 20:00:00,65.0,112.9,1.5,29.0
2012-11-09 22:00:00,65.0,112.9,0.0,21.5
2012-11-10 00:00:00,79.0,119.8,-3.0,18.0
2012-11-10 02:00:00,79.0,119.8,0.0,16.0
2012-11-10 04:00:00,79.0,119.8,3.0,10.0
2012-11-10 06:00:00,79.0,119.8,6.0,8.5
2012-11-10 08:00:00,79.0,119.8,11.0,18.5
2012-11-10 10:00:00,79.0,119.8,13.5,29.5
2012-11-10 12:00:00,79.0,119.8,9.0,55.0
2012-11-10 14:00:00,79.0,119.8,10.5,35.0
2012-11-10 16:00:00,79.0,119.8,13.0,32.0
2012-11-10 18:00:00,79.0,119.8,8.0,57.5
2012-11-10 20:00:00,79.0,119.8,7.0,61.0
2012-11-10 22:00:00,79.0,119.8,7.5,66.5
2012-11-11 00:00:00,108.0,130.6,6.5,23.0
2012-11-11 02:00:00,108.0,130.6,3.0,27.5
2012-11-11 04:00:00,108.0,130.6,7.0,23.5
2012-11-11 06:00:00,108.0,130.6,11.5,11.5
2012-11-11 08:00:00,108.0,130.6,12.0,32.5
2012-11-11 10:00:00,108.0,130.6,7.5,58.0
2012-11-11 12:00:00,108.0,130.6,7.0,63.5
2012-11-11 14:00:00,108.0,130.6,3.0,124.0
2012-11-11 16:00:00,108.0,130.6,5.5,40.0
2012-11-11 18:00:00,108.0,130.6,3.5,18.0
2012-11-11 20:00:00,108.0,130.6,1.0,15.5
2012-11-11 22:00:00,108.0,130.6,1.5,15.0
2012-11-12 00:00:00,122.0,140.8,1.5,21.0
2012-11-12 02:00:00,122.0,140.8,0.5,20.0
2012-11-12 04:00:00,122.0,140.8,1.5,16.0
2012-11-12 06:00:00,122.0,140.8,0.5,24.0
2012-11-12 08:00:00,122.0,140.8,3.5,19.5
2012-11-12 10:00:00,122.0,140.8,6.0,19.5
2012-11-12 12:00:00,122.0,140.8,5.0,32.5
2012-11-12 14:00:00,122.0,140.8,10.0,75.0
2012-11-12 16:00:00,122.0,140.8,18.5,56.0
2012-11-12 18:00:00,122.0,140.8,16.5,29.0
2012-11-12 20:00:00,122.0,140.8,3.0,289.5
2012-11-12 22:00:00,122.0,140.8,-5.5,454.5
2012-11-13 00:00:00,121.0,143.1,-6.5,457.0
2012-11-13 02:00:00,121.0,143.1,-6.5,150.5
2012-11-13 04:00:00,121.0,143.1,1.5,88.5
2012-11-13 06:00:00,121.0,143.1,-4.5,78.5
2012-11-13 08:00:00,121.0,143.1,-4.0,45.5
2012-11-13 10:00:00,121.0,143.1,-9.5,42.0
2012-11-13 12:00:00,121.0,143.1,-5.5,110.5
2012-11-13 14:00:00,121.0,143.1,1.0,541.5
2012-11-13 16:00:00,121.0,143.1,-1.0,196.0
2012-11-13 18:00:00,121.0,143.1,-8.0,392.0
2012-11-13 20:00:00,121.0,143.1,-24.5,625.5
2012-11-13 22:00:00,121.0,143.1,-27.0,533.0
2012-11-14 00:00:00,133.0,139.1,-43.5,913.0
2012-11-14 02:00:00,133.0,139.1,-82.0,904.5
2012-11-14 04:00:00,133.0,139.1,-99.5,712.0
2012-11-14 06:00:00,133.0,139.1,-105.5,520.5
2012-11-14 08:00:00,133.0,139.1,-98.0,600.0
2012-11-14 10:00:00,133.0,139.1,-79.5,180.0
2012-11-14 12:00:00,133.0,139.1,-70.5,518.0
2012-11-14 14:00:00,133.0,139.1,-59.5,180.0
2012-11-14 16:00:00,133.0,139.1,-49.5,76.5
2012-11-14 18:00:00,133.0,139.1,-46.0,32.5
2012-11-14 20:00:00,133.0,139.1,-39.0,30.5
2012-11-14 22:00:00,133.0,139.1,-39.0,28.5
2012-11-15 00:00:00,138.0,138.6,-38.5,35.5
2012-11-15 02:00:00,138.0,138.6,-39.5,49.0
2012-11-15 04:00:00,138.0,138.6,-39.0,15.0
2012-11-15 06:00:00,138.0,138.6,-38.5,21.5
2012-11-15 08:00:00,138.0,138.6,-34.0,47.0
2012-11-15 10:00:00,138.0,138.6,-25.5,43.5
2012-11-15 12:00:00,138.0,138.6,-26.5,41.0
2012-11-15 14:00:00,138.0,138.6,-23.0,30.5
2012-11-15 16:00:00,138.0,138.6,-23.0,83.5
2012-11-15 18:00:00,138.0,138.6,-24.0,93.5
2012-11-15 20:00:00,138.0,138.6,-23.5,95.5
2012-11-15 22:00:00,138.0,138.6,-23.0,54.0
2012-11-16 00:00:00,142.0,135.2,-26.0,42.0
2012-11-16 02:00:00,142.0,135.2,-25.5,68.5
2012-11-16 04:00:00,142.0,135.2,-22.5,60.0
2012-11-16 06:00:00,142.0,135.2,-22.5,50.5
2012-11-16 08:00:00,142.0,135.2,-22.0,75.5
2012-11-16 10:00:00,142.0,135.2,-21.0,93.0
2012-11-16 12:00:00,142.0,135.2,-22.5,134.0
2012-11-16 14:00:00,142.0,135.2,-18.0,132.0
2012-11-16 16:00:00,142.0,135.2,-19.0,159.5
2012-11-16 18:00:00,142.0,135.2,-21.5,261.0
2012-11-16 20:00:00,142.0,135.2,-22.5,209.0
2012-11-16 22:00:00,142.0,135.2,-15.5,86.0
2012-11-17 00:00:00,139.0,132.4,-8.5,35.0
2012-11-17 02:00:00,139.0,132.4,-9.0,57.5
2012-11-17 04:00:00,139.0,132.4,-13.0,112.5
2012-11-17 06:00:00,139.0,132.4,-5.0,25.0
2012-11-17 08:00:00,139.0,132.4,0.5,34.5
2012-11-17 10:00:00,139.0,132.4,0.0,47.0
2012-11-17 12:00:00,139.0,132.4,-3.0,161.0
2012-11-17 14:00:00,139.0,132.4,-1.0,201.5
2012-11-17 16:00:00,139.0,132.4,0.0,77.5
2012-11-17 18:00:00,139.0,132.4,-3.5,196.0
2012-11-17 20:00:00,139.0,132.4,-7.0,230.0
2012-11-17 22:00:00,139.0,132.4,-7.5,176.0
2012-11-18 00:00:00,132.0,137.7,-12.5,75.5
2012-11-18 02:00:00,132.0,137.7,-14.0,76.5
2012-11-18 04:00:00,132.0,137.7,-17.0,143.0
2012-11-18 06:00:00,132.0,137.7,-15.5,105.0
2012-11-18 08:00:00,132.0,137.7,-12.0,150.0
2012-11-18 10:00:00,132.0,137.7,-10.5,80.5
2012-11-18 12:00:00,132.0,137.7,-11.0,134.5
2012-11-18 14:00:00,132.0,137.7,-12.0,174.0
2012-11-18 16:00:00,132.0,137.7,-12.0,117.5
2012-11-18 18:00:00,132.0,137.7,-8.0,35.5
2012-11-18 20:00:00,132.0,137.7,-4.0,90.0
2012-11-18 22:00:00,132.0,137.7,-4.5,132.0
2012-11-19 00:00:00,121.0,130.7,-6.0,61.0
2012-11-19 02:00:00,121.0,130.7,-2.5,28.0
2012-11-19 04:00:00,121.0,130.7,-7.0,34.5
2012-11-19 06:00:00,121.0,130.7,-12.5,152.0
2012-11-19 08:00:00,121.0,130.7,-5.5,113.0
2012-11-19 10:00:00,121.0,130.7,-5.0,224.5
2012-11-19 12:00:00,121.0,130.7,-9.0,145.5
2012-11-19 14:00:00,121.0,130.7,-7.0,181.5
2012-11-19 16:00:00,121.0,130.7,-4.0,67.0
2012-11-19 18:00:00,121.0,130.7,-3.5,32.5
2012-11-19 20:00:00,121.0,130.7,-1.0,49.5
2012-11-19 22:00:00,121.0,130.7,3.0,37.0
2012-11-20 00:00:00,105.0,137.8,3.0,32.5
2012-11-20 02:00:00,105.0,137.8,-4.5,209.0
2012-11-20 04:00:00,105.0,137.8,-18.5,272.5
2012-11-20 06:00:00,105.0,137.8,-19.5,202.0
2012-11-20 08:00:00,105.0,137.8,-14.5,239.0
2012-11-20 10:00:00,105.0,137.8,-11.5,257.0
2012-11-20 12:00:00,105.0,137.8,-18.0,514.5
2012-11-20 14:00:00,105.0,137.8,-23.5,499.0
2012-11-20 16:00:00,105.0,137.8,-22.5,595.5
2012-11-20 18:00:00,105.0,137.8,-27.0,600.0
2012-11-20 20:00:00,105.0,137.8,-31.0,751.5
2012-11-20 22:00:00,105.0,137.8,-31.0,321.0
2012-11-21 00:00:00,106.0,137.0,-34.5,486.0
2012-11-21 02:00:00,106.0,137.0,-36.0,289.5
2012-11-21 04:00:00,106.0,137.0,-29.5,90.0
2012-11-21 06:00:00,106.0,137.0,-32.5,150.0
2012-11-21 08:00:00,106.0,137.0,-29.5,217.0
2012-11-21 10:00:00,106.0,137.0,-22.0,230.5
2012-11-21 12:00:00,106.0,137.0,-25.0,154.0
2012-11-21 14:00:00,106.0,137.0,-23.0,86.5
2012-11-21 16:00:00,106.0,137.0,-19.5,98.5
2012-11-21 18:00:00,106.0,137.0,-19.5,137.0
2012-11-21 20:00:00,106.0,137.0,-14.0,184.0
2012-11-21 22:00:00,106.0,137.0,-13.5,30.5
2012-11-22 00:00:00,95.0,124.5,-14.0,29.5
2012-11-22 02:00:00,95.0,124.5,-16.0,30.0
2012-11-22 04:00:00,95.0,124.5,-16.5,33.5
2012-11-22 06:00:00,95.0,124.5,-17.0,35.0
2012-11-22 08:00:00,95.0,124.5,-9.5,23.0
2012-11-22 10:00:00,95.0,124.5,-10.5,36.0
2012-11-22 12:00:00,95.0,124.5,-12.0,121.0
2012-11-22 14:00:00,95.0,124.5,-7.5,30.0
2012-11-22 16:00:00,95.0,124.5,-8.5,46.5
2012-11-22 18:00:00,95.0,124.5,-8.0,47.5
2012-11-22 20:00:00,95.0,124.5,-4.5,43.0
2012-11-22 22:00:00,95.0,124.5,-6.0,64.0
2012-11-23 00:00:00,78.0,123.5,-9.5,23.5
2012-11-23 02:00:00,78.0,123.5,-9.0,18.0
2012-11-23 04:00:00,78.0,123.5,-8.5,38.0
2012-11-23 06:00:00,78.0,123.5,-8.5,75.5
2012-11-23 08:00:00,78.0,123.5,-7.0,115.0
2012-11-23 10:00:00,78.0,123.5,-10.5,153.0
2012-11-23 12:00:00,78.0,123.5,-14.0,114.0
2012-11-23 14:00:00,78.0,123.5,-9.0,143.5
2012-11-23 16:00:00,78.0,123.5,-5.0,33.0
2012-11-23 18:00:00,78.0,123.5,-7.5,105.5
2012-11-23 20:00:00,78.0,123.5,-5.0,159.5
2012-11-23 22:00:00,78.0,123.5,3.0,714.0
2012-11-24 00:00:00,82.0,115.0,-13.5,488.5
2012-11-24 02:00:00,82.0,115.0,-33.5,400.0
2012-11-24 04:00:00,82.0,115.0,-36.5,266.0
2012-11-24 06:00:00,82.0,115.0,-34.0,475.0
2012-11-24 08:00:00,82.0,115.0,-38.5,336.5
2012-11-24 10:00:00,82.0,115.0,-27.5,158.0
2012-11-24 12:00:00,82.0,115.0,-18.5,272.5
2012-11-24 14:00:00,82.0,115.0,-3.5,123.5
2012-11-24 16:00:00,82.0,115.0,-9.5,51.5
2012-11-24 18:00:00,82.0,115.0,-12.0,54.0
2012-11-24 20:00:00,82.0,115.0,-8.0,31.5
2012-11-24 22:00:00,82.0,115.0,-7.0,33.0
2012-11-25 00:00:00,84.0,118.4,-6.0,22.5
2012-11-25 02:00:00,84.0,118.4,-5.0,21.0
2012-11-25 04:00:00,84.0,118.4,-1.0,23.0
2012-11-25 06:00:00,84.0,118.4,0.5,21.0
2012-11-25 08:00:00,84.0,118.4,4.5,15.5
2012-11-25 10:00:00,84.0,118.4,9.5,23.5
2012-11-25 12:00:00,84.0,118.4,-1.0,51.5
2012-11-25 14:00:00,84.0,118.4,-8.5,267.0
2012-11-25 16:00:00,84.0,118.4,-10.0,55.0
2012-11-25 18:00:00,84.0,118.4,-11.0,41.5
2012-11-25 20:00:00,84.0,118.4,-6.5,25.5
2012-11-25 22:00:00,84.0,118.4,-6.0,79.0
2012-11-26 00:00:00,72.0,118.6,-11.0,79.5
2012-11-26 02:00:00,72.0,118.6,-7.0,107.0
2012-11-26 04:00:00,72.0,118.6,1.0,28.5
2012-11-26 06:00:00,72.0,118.6,9.5,29.5
2012-11-26 08:00:00,72.0,118.6,6.5,45.0
2012-11-26 10:00:00,72.0,118.6,7.0,43.0
2012-11-26 12:00:00,72.0,118.6,2.5,19.0
2012-11-26 14:00:00,72.0,118.6,0.5,28.5
2012-11-26 16:00:00,72.0,118.6,1.0,89.5
2012-11-26 18:00:00,72.0,118.6,0.0,73.0
2012-11-26 20:00:00,72.0,118.6,-1.5,34.5
2012-11-26 22:00:00,72.0,118.6,0.5,23.5
2012-11-27 00:00:00,77.0,114.0,2.0,24.5
2012-11-27 02:00:00,77.0,114.0,-1.0,24.5
2012-11-27 04:00:00,77.0,114.0,-2.0,40.5
2012-11-27 06:00:00,77.0,114.0,-4.5,84.0
2012-11-27 08:00:00,77.0,114.0,-7.0,54.5
2012-11-27 10:00:00,77.0,114.0,-3.0,31.0
2012-11-27 12:00:00,77.0,114.0,-2.0,164.0
2012-11-27 14:00:00,77.0,114.0,-2.0,96.0
2012-11-27 16:00:00,77.0,114.0,-1.0,31.0
2012-11-27 18:00:00,77.0,114.0,-2.0,102.0
2012-11-27 20:00:00,77.0,114.0,0.5,79.5
2012-11-27 22:00:00,77.0,114.0,-1.0,29.5
2012-11-28 00:00:00,77.0,111.2,1.5,28.0
2012-11-28 02:00:00,77.0,111.2,0.5,37.0
2012-11-28 04:00:00,77.0,111.2,0.0,33.5
2012-11-28 06:00:00,77.0,111.2,-2.0,14.5
2012-11-28 08:00:00,77.0,111.2,-0.5,13.0
2012-11-28 10:00:00,77.0,111.2,1.5,11.0
2012-11-28 12:00:00,77.0,111.2,0.0,13.0
2012-11-28 14:00:00,77.0,111.2,-1.0,14.5
2012-11-28 16:00:00,77.0,111.2,-1.5,18.5
2012-11-28 18:00:00,77.0,111.2,1.0,46.5
2012-11-28 20:00:00,77.0,111.2,1.5,129.5
2012-11-28 22:00:00,77.0,111.2,4.0,29.5
2012-11-29 00:00:00,78.0,110.0,6.5,28.0
2012-11-29 02:00:00,78.0,110.0,3.0,36.5
2012-11-29 04:00:00,78.0,110.0,1.5,57.5
2012-11-29 06:00:00,78.0,110.0,-1.0,26.5
2012-11-29 08:00:00,78.0,110.0,-1.0,65.0
2012-11-29 10:00:00,78.0,110.0,0.5,79.5
2012-11-29 12:00:00,78.0,110.0,1.5,39.5
2012-11-29 14:00:00,78.0,110.0,1.5,22.0
2012-11-29 16:00:00,78.0,110.0,-1.5,99.5
2012-11-29 18:00:00,78.0,110.0,-0.5,73.0
2012-11-29 20:00:00,78.0,110.0,3.5,35.5
2012-11-29 22:00:00,78.0,110.0,3.5,25.0
2012-11-30 00:00:00,70.0,107.5,2.0,17.0
2012-11-30 02:00:00,70.0,107.5,3.5,21.5
2012-11-30 04:00:00,70.0,107.5,2.5,12.5
2012-11-30 06:00:00,70.0,107.5,-1.0,22.5
2012-11-30 08:00:00,70.0,107.5,0.5,72.5
2012-11-30 10:00:00,70.0,107.5,2.5,77.5
2012-11-30 12:00:00,70.0,107.5,9.5,46.5
2012-11-30 14:00:00,70.0,107.5,9.0,19.5
2012-11-30 16:00:00,70.0,107.5,9.0,19.5
2012-11-30 18:00:00,70.0,107.5,13.0,17.0
2012-11-30 20:00:00,70.0,107.5,19.0,34.5
2012-11-30 22:00:00,70.0,107.5,15.5,17.5
2012-12-01 00:00:00,53.0,98.8,11.0,14.0
2012-12-01 02:00:00,53.0,98.8,11.5,35.5
2012-12-01 04:00:00,53.0,98.8,14.0,23.5
2012-12-01 06:00:00,53.0,98.8,11.0,18.5
2012-12-01 08:00:00,53.0,98.8,15.0,18.0
2012-12-01 10:00:00,53.0,98.8,17.0,20.5
2012-12-01 12:00:00,53.0,98.8,14.5,23.5
2012-12-01 14:00:00,53.0,98.8,19.5,24.0
2012-12-01 16:00:00,53.0,98.8,20.0,38.0
2012-12-01 18:00:00,53.0,98.8,10.5,91.5
2012-12-01 20:00:00,53.0,98.8,6.5,248.0
2012-12-01 22:00:00,53.0,98.8,5.0,117.5
2012-12-02 00:00:00,47.0,94.9,2.0,150.0
2012-12-02 02:00:00,47.0,94.9,3.0,238.0
2012-12-02 04:00:00,47.0,94.9,4.0,126.5
2012-12-02 06:00:00,47.0,94.9,-1.5,142.5
2012-12-02 08:00:00,47.0,94.9,-6.0,381.5
2012-12-02 10:00:00,47.0,94.9,-5.0,127.0
2012-12-02 12:00:00,47.0,94.9,-2.5,175.0
2012-12-02 14:00:00,47.0,94.9,-3.5,146.0
2012-12-02 16:00:00,47.0,94.9,-4.5,120.0
2012-12-02 18:00:00,47.0,94.9,-1.5,66.0
2012-12-02 20:00:00,47.0,94.9,1.5,37.5
2012-12-02 22:00:00,47.0,94.9,1.5,18.0
2012-12-03 00:00:00,44.0,93.9,1.5,22.0
2012-12-03 02:00:00,44.0,93.9,0.5,47.5
2012-12-03 04:00:00,44.0,93.9,-0.5,66.5
2012-12-03 06:00:00,44.0,93.9,-0.5,90.0
2012-12-03 08:00:00,44.0,93.9,5.0,124.0
2012-12-03 10:00:00,44.0,93.9,8.0,58.5
2012-12-03 12:00:00,44.0,93.9,8.5,71.0
2012-12-03 14:00:00,44.0,93.9,7.0,60.0
2012-12-03 16:00:00,44.0,93.9,7.0,77.5
2012-12-03 18:00:00,44.0,93.9,9.5,27.5
2012-12-03 20:00:00,44.0,93.9,11.0,23.0
2012-12-03 22:00:00,44.0,93.9,11.5,50.5
2012-12-04 00:00:00,54.0,93.4,12.5,38.0
2012-12-04 02:00:00,54.0,93.4,15.5,36.0
2012-12-04 04:00:00,54.0,93.4,10.5,121.0
2012-12-04 06:00:00,54.0,93.4,5.5,120.0
2012-12-04 08:00:00,54.0,93.4,11.0,38.5
2012-12-04 10:00:00,54.0,93.4,9.0,21.0
2012-12-04 12:00:00,54.0,93.4,4.0,19.0
2012-12-04 14:00:00,54.0,93.4,4.0,26.5
2012-12-04 16:00:00,54.0,93.4,2.5,24.5
2012-12-04 18:00:00,54.0,93.4,2.5,51.5
2012-12-04 20:00:00,54.0,93.4,4.0,51.5
2012-12-04 22:00:00,54.0,93.4,3.0,15.0
2012-12-05 00:00:00,60.0,92.7,1.0,11.0
2012-12-05 02:00:00,60.0,92.7,1.0,15.5
2012-12-05 04:00:00,60.0,92.7,1.0,14.5
2012-12-05 06:00:00,60.0,92.7,-0.5,17.5
2012-12-05 08:00:00,60.0,92.7,2.0,31.0
2012-12-05 10:00:00,60.0,92.7,9.0,29.5
2012-12-05 12:00:00,60.0,92.7,7.5,16.0
2012-12-05 14:00:00,60.0,92.7,7.5,21.0
2012-12-05 16:00:00,60.0,92.7,5.5,25.0
2012-12-05 18:00:00,60.0,92.7,5.5,20.0
2012-12-05 20:00:00,60.0,92.7,6.5,24.5
2012-12-05 22:00:00,60.0,92.7,6.0,18.0
2012-12-06 00:00:00,28.0,94.6,5.5,16.0
2012-12-06 02:00:00,28.0,94.6,6.0,13.5
2012-12-06 04:00:00,28.0,94.6,7.5,15.0
2012-12-06 06:00:00,28.0,94.6,7.0,17.5
2012-12-06 08:00:00,28.0,94.6,8.5,19.5
2012-12-06 10:00:00,28.0,94.6,9.5,30.5
2012-12-06 12:00:00,28.0,94.6,5.0,37.0
2012-12-06 14:00:00,28.0,94.6,4.0,14.0
2012-12-06 16:00:00,28.0,94.6,5.5,15.5
2012-12-06 18:00:00,28.0,94.6,7.0,11.5
2012-12-06 20:00:00,28.0,94.6,8.5,13.5
2012-12-06 22:00:00,28.0,94.6,8.0,10.0
2012-12-07 00:00:00,31.0,94.2,6.5,6.5
2012-12-07 02:00:00,31.0,94.2,6.0,8.5
2012-12-07 04:00:00,31.0,94.2,8.5,16.0
2012-12-07 06:00:00,31.0,94.2,11.0,14.5
2012-12-07 08:00:00,31.0,94.2,14.5,16.0
2012-12-07 10:00:00,31.0,94.2,13.0,38.5
2012-12-07 12:00:00,31.0,94.2,11.0,50.0
2012-12-07 14:00:00,31.0,94.2,12.5,21.5
2012-12-07 16:00:00,31.0,94.2,12.5,13.0
2012-12-07 18:00:00,31.0,94.2,13.5,25.5
2012-12-07 20:00:00,31.0,94.2,13.5,7.5
2012-12-07 22:00:00,31.0,94.2,12.0,6.5
2012-12-08 00:00:00,50.0,98.1,11.5,5.0
2012-12-08 02:00:00,50.0,98.1,11.5,6.0
2012-12-08 04:00:00,50.0,98.1,15.5,15.5
2012-12-08 06:00:00,50.0,98.1,19.5,15.5
2012-12-08 08:00:00,50.0,98.1,19.0,16.0
2012-12-08 10:00:00,50.0,98.1,16.5,28.0
2012-12-08 12:00:00,50.0,98.1,20.0,21.5
2012-12-08 14:00:00,50.0,98.1,20.5,21.5
2012-12-08 16:00:00,50.0,98.1,20.0,19.5
2012-12-08 18:00:00,50.0,98.1,21.5,16.0
2012-12-08 20:00:00,50.0,98.1,22.5,39.5
2012-12-08 22:00:00,50.0,98.1,28.0,9.0
2012-12-09 00:00:00,42.0,100.6,28.0,8.0
2012-12-09 02:00:00,42.0,100.6,28.5,11.5
2012-12-09 04:00:00,42.0,100.6,26.5,38.0
2012-12-09 06:00:00,42.0,100.6,27.0,23.0
2012-12-09 08:00:00,42.0,100.6,24.5,13.0
2012-12-09 10:00:00,42.0,100.6,21.0,10.0
