# NASA OMNI Data for Comparison with SuperDARN MSTID Index
# Data re-processed by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# radar: cvw
# lat: 47.9
# lon: -123.4
# season: 20101101_20110501
#
datetime_ut,DAILY_SUNSPOT_NO_,DAILY_F10.7_,1-H_DST_nT,1-H_AE_nT
2010-11-03 10:00:00,18.0,77.2,-11.0,58.0
2010-11-03 12:00:00,18.0,77.2,-13.0,359.5
2010-11-03 14:00:00,18.0,77.2,-16.5,176.0
2010-11-03 16:00:00,18.0,77.2,-16.5,46.0
2010-11-03 18:00:00,18.0,77.2,-17.5,139.0
2010-11-03 20:00:00,18.0,77.2,-15.5,150.0
2010-11-03 22:00:00,18.0,77.2,-14.5,69.5
2010-11-04 00:00:00,14.0,77.8,-14.5,79.0
2010-11-04 02:00:00,14.0,77.8,-14.0,141.0
2010-11-04 04:00:00,14.0,77.8,-12.5,61.5
2010-11-04 06:00:00,14.0,77.8,-12.0,61.0
2010-11-04 08:00:00,14.0,77.8,-15.0,91.5
2010-11-04 10:00:00,14.0,77.8,-17.5,266.0
2010-11-04 12:00:00,14.0,77.8,-6.5,183.0
2010-11-04 14:00:00,14.0,77.8,-0.5,90.5
2010-11-04 16:00:00,14.0,77.8,-1.0,64.0
2010-11-04 18:00:00,14.0,77.8,-5.5,21.5
2010-11-04 20:00:00,14.0,77.8,-4.5,16.0
2010-11-04 22:00:00,14.0,77.8,-3.0,19.5
2010-11-05 00:00:00,27.0,81.6,2.0,21.0
2010-11-05 02:00:00,27.0,81.6,3.0,20.0
2010-11-05 04:00:00,27.0,81.6,0.5,23.0
2010-11-05 06:00:00,27.0,81.6,0.5,140.0
2010-11-05 08:00:00,27.0,81.6,3.0,143.5
2010-11-05 10:00:00,27.0,81.6,6.0,135.5
2010-11-05 12:00:00,27.0,81.6,0.5,171.0
2010-11-05 14:00:00,27.0,81.6,-2.0,44.5
2010-11-05 16:00:00,27.0,81.6,-10.0,123.5
2010-11-05 18:00:00,27.0,81.6,-10.0,35.5
2010-11-05 20:00:00,27.0,81.6,-6.5,22.0
2010-11-05 22:00:00,27.0,81.6,-10.5,18.5
2010-11-06 00:00:00,35.0,87.1,-8.0,18.5
2010-11-06 02:00:00,35.0,87.1,-3.5,15.5
2010-11-06 04:00:00,35.0,87.1,-1.0,17.0
2010-11-06 06:00:00,35.0,87.1,-1.0,32.5
2010-11-06 08:00:00,35.0,87.1,1.5,28.5
2010-11-06 10:00:00,35.0,87.1,0.0,61.0
2010-11-06 12:00:00,35.0,87.1,2.5,56.5
2010-11-06 14:00:00,35.0,87.1,3.0,46.5
2010-11-06 16:00:00,35.0,87.1,2.5,33.5
2010-11-06 18:00:00,35.0,87.1,2.0,21.5
2010-11-06 20:00:00,35.0,87.1,-0.5,50.5
2010-11-06 22:00:00,35.0,87.1,-1.0,24.0
2010-11-07 00:00:00,37.0,83.5,-3.5,21.0
2010-11-07 02:00:00,37.0,83.5,-0.5,26.0
2010-11-07 04:00:00,37.0,83.5,1.5,13.0
2010-11-07 06:00:00,37.0,83.5,3.0,14.0
2010-11-07 08:00:00,37.0,83.5,2.5,23.0
2010-11-07 10:00:00,37.0,83.5,1.0,22.0
2010-11-07 12:00:00,37.0,83.5,-0.5,28.0
2010-11-07 14:00:00,37.0,83.5,0.5,41.0
2010-11-07 16:00:00,37.0,83.5,2.5,77.5
2010-11-07 18:00:00,37.0,83.5,2.0,110.5
2010-11-07 20:00:00,37.0,83.5,4.0,54.0
2010-11-07 22:00:00,37.0,83.5,7.5,36.0
2010-11-08 00:00:00,37.0,82.2,10.5,15.5
2010-11-08 02:00:00,37.0,82.2,14.0,14.5
2010-11-08 04:00:00,37.0,82.2,12.0,13.5
2010-11-08 06:00:00,37.0,82.2,11.0,15.0
2010-11-08 08:00:00,37.0,82.2,19.0,28.0
2010-11-08 10:00:00,37.0,82.2,21.5,50.0
2010-11-08 12:00:00,37.0,82.2,6.5,142.0
2010-11-08 14:00:00,37.0,82.2,-3.5,118.0
2010-11-08 16:00:00,37.0,82.2,-7.0,247.5
2010-11-08 18:00:00,37.0,82.2,-9.0,113.5
2010-11-08 20:00:00,37.0,82.2,-8.5,62.0
2010-11-08 22:00:00,37.0,82.2,-8.5,27.0
2010-11-09 00:00:00,30.0,82.5,-6.5,25.0
2010-11-09 02:00:00,30.0,82.5,-9.0,53.5
2010-11-09 04:00:00,30.0,82.5,-9.0,93.0
2010-11-09 06:00:00,30.0,82.5,-7.5,112.5
2010-11-09 08:00:00,30.0,82.5,-9.0,93.0
2010-11-09 10:00:00,30.0,82.5,-13.5,57.5
2010-11-09 12:00:00,30.0,82.5,-10.5,66.0
2010-11-09 14:00:00,30.0,82.5,-7.0,52.5
2010-11-09 16:00:00,30.0,82.5,-9.5,35.5
2010-11-09 18:00:00,30.0,82.5,-9.0,67.5
2010-11-09 20:00:00,30.0,82.5,-5.5,22.0
2010-11-09 22:00:00,30.0,82.5,-5.5,22.0
2010-11-10 00:00:00,48.0,83.9,-3.0,20.5
2010-11-10 02:00:00,48.0,83.9,1.0,23.5
2010-11-10 04:00:00,48.0,83.9,1.0,29.5
2010-11-10 06:00:00,48.0,83.9,-1.5,50.0
2010-11-10 08:00:00,48.0,83.9,-1.0,66.0
2010-11-10 10:00:00,48.0,83.9,-3.5,34.5
2010-11-10 12:00:00,48.0,83.9,-7.0,37.0
2010-11-10 14:00:00,48.0,83.9,-4.0,27.0
2010-11-10 16:00:00,48.0,83.9,-2.5,59.5
2010-11-10 18:00:00,48.0,83.9,8.0,213.5
2010-11-10 20:00:00,48.0,83.9,-6.0,219.5
2010-11-10 22:00:00,48.0,83.9,-2.5,160.0
2010-11-11 00:00:00,51.0,82.8,3.0,203.5
2010-11-11 02:00:00,51.0,82.8,1.0,197.5
2010-11-11 04:00:00,51.0,82.8,1.5,32.0
2010-11-11 06:00:00,51.0,82.8,-3.0,148.5
2010-11-11 08:00:00,51.0,82.8,-5.5,186.0
2010-11-11 10:00:00,51.0,82.8,-15.5,501.5
2010-11-11 12:00:00,51.0,82.8,-16.5,717.5
2010-11-11 14:00:00,51.0,82.8,-30.0,651.5
2010-11-11 16:00:00,51.0,82.8,-25.0,322.0
2010-11-11 18:00:00,51.0,82.8,-19.0,338.5
2010-11-11 20:00:00,51.0,82.8,-23.0,192.5
2010-11-11 22:00:00,51.0,82.8,-43.5,491.5
2010-11-12 00:00:00,48.0,83.7,-37.5,216.5
2010-11-12 02:00:00,48.0,83.7,-40.0,374.5
2010-11-12 04:00:00,48.0,83.7,-39.0,201.5
2010-11-12 06:00:00,48.0,83.7,-34.5,308.5
2010-11-12 08:00:00,48.0,83.7,-27.0,293.0
2010-11-12 10:00:00,48.0,83.7,-20.0,362.0
2010-11-12 12:00:00,48.0,83.7,-24.5,373.0
2010-11-12 14:00:00,48.0,83.7,-23.0,212.5
2010-11-12 16:00:00,48.0,83.7,-23.0,124.5
2010-11-12 18:00:00,48.0,83.7,-27.5,305.5
2010-11-12 20:00:00,48.0,83.7,-24.0,146.0
2010-11-12 22:00:00,48.0,83.7,-26.5,252.5
2010-11-13 00:00:00,69.0,83.6,-30.0,134.5
2010-11-13 02:00:00,69.0,83.6,-25.5,24.0
2010-11-13 04:00:00,69.0,83.6,-23.5,41.5
2010-11-13 06:00:00,69.0,83.6,-24.0,93.0
2010-11-13 08:00:00,69.0,83.6,-21.5,71.5
2010-11-13 10:00:00,69.0,83.6,-18.0,52.5
2010-11-13 12:00:00,69.0,83.6,-20.0,162.5
2010-11-13 14:00:00,69.0,83.6,-17.0,90.5
2010-11-13 16:00:00,69.0,83.6,-17.5,55.0
2010-11-13 18:00:00,69.0,83.6,-21.0,162.0
2010-11-13 20:00:00,69.0,83.6,-22.5,291.0
2010-11-13 22:00:00,69.0,83.6,-17.0,55.0
2010-11-14 00:00:00,61.0,84.6,-15.5,41.0
2010-11-14 02:00:00,61.0,84.6,-16.0,80.0
2010-11-14 04:00:00,61.0,84.6,-11.5,141.5
2010-11-14 06:00:00,61.0,84.6,-10.0,59.5
2010-11-14 08:00:00,61.0,84.6,-11.5,47.5
2010-11-14 10:00:00,61.0,84.6,-11.5,60.5
2010-11-14 12:00:00,61.0,84.6,-12.5,38.0
2010-11-14 14:00:00,61.0,84.6,-20.5,137.0
2010-11-14 16:00:00,61.0,84.6,-24.5,301.5
2010-11-14 18:00:00,61.0,84.6,-24.0,243.5
2010-11-14 20:00:00,61.0,84.6,-23.0,290.0
2010-11-14 22:00:00,61.0,84.6,-26.5,226.5
2010-11-15 00:00:00,61.0,88.8,-25.0,92.5
2010-11-15 02:00:00,61.0,88.8,-25.5,102.0
2010-11-15 04:00:00,61.0,88.8,-18.0,100.5
2010-11-15 06:00:00,61.0,88.8,-13.0,31.5
2010-11-15 08:00:00,61.0,88.8,-19.5,212.0
2010-11-15 10:00:00,61.0,88.8,-20.5,156.0
2010-11-15 12:00:00,61.0,88.8,-18.0,45.5
2010-11-15 14:00:00,61.0,88.8,-17.0,45.0
2010-11-15 16:00:00,61.0,88.8,-17.0,42.5
2010-11-15 18:00:00,61.0,88.8,-16.0,21.5
2010-11-15 20:00:00,61.0,88.8,-15.0,42.5
2010-11-15 22:00:00,61.0,88.8,-24.0,294.0
2010-11-16 00:00:00,59.0,89.8,-27.5,243.0
2010-11-16 02:00:00,59.0,89.8,-24.5,133.5
2010-11-16 04:00:00,59.0,89.8,-17.5,30.0
2010-11-16 06:00:00,59.0,89.8,-16.5,25.0
2010-11-16 08:00:00,59.0,89.8,-14.5,44.5
2010-11-16 10:00:00,59.0,89.8,-16.5,185.0
2010-11-16 12:00:00,59.0,89.8,-20.0,102.5
2010-11-16 14:00:00,59.0,89.8,-19.0,233.0
2010-11-16 16:00:00,59.0,89.8,-13.5,55.5
2010-11-16 18:00:00,59.0,89.8,-11.5,40.0
2010-11-16 20:00:00,59.0,89.8,-7.0,25.5
2010-11-16 22:00:00,59.0,89.8,-3.5,23.5
2010-11-17 00:00:00,56.0,89.1,-13.5,23.0
2010-11-17 02:00:00,56.0,89.1,-9.0,35.5
2010-11-17 04:00:00,56.0,89.1,-12.0,140.5
2010-11-17 06:00:00,56.0,89.1,-11.0,95.5
2010-11-17 08:00:00,56.0,89.1,-6.5,33.5
2010-11-17 10:00:00,56.0,89.1,-7.5,24.0
2010-11-17 12:00:00,56.0,89.1,-12.0,24.0
2010-11-17 14:00:00,56.0,89.1,-12.0,28.0
2010-11-17 16:00:00,56.0,89.1,-9.5,23.0
2010-11-17 18:00:00,56.0,89.1,-10.5,68.5
2010-11-17 20:00:00,56.0,89.1,-8.5,24.5
2010-11-17 22:00:00,56.0,89.1,-9.5,48.0
2010-11-18 00:00:00,46.0,84.5,-7.0,39.0
2010-11-18 02:00:00,46.0,84.5,-10.0,64.0
2010-11-18 04:00:00,46.0,84.5,-7.5,159.5
2010-11-18 06:00:00,46.0,84.5,-4.5,67.0
2010-11-18 08:00:00,46.0,84.5,-4.5,136.0
2010-11-18 10:00:00,46.0,84.5,-3.5,52.0
2010-11-18 12:00:00,46.0,84.5,-2.0,41.5
2010-11-18 14:00:00,46.0,84.5,-4.5,31.0
2010-11-18 16:00:00,46.0,84.5,-6.0,44.5
2010-11-18 18:00:00,46.0,84.5,-8.5,119.0
2010-11-18 20:00:00,46.0,84.5,-8.5,69.5
2010-11-18 22:00:00,46.0,84.5,-12.0,49.5
2010-11-19 00:00:00,42.0,82.0,-16.0,38.5
2010-11-19 02:00:00,42.0,82.0,-16.0,52.5
2010-11-19 04:00:00,42.0,82.0,-14.0,21.0
2010-11-19 06:00:00,42.0,82.0,-15.5,33.5
2010-11-19 08:00:00,42.0,82.0,-9.5,52.0
2010-11-19 10:00:00,42.0,82.0,-7.0,32.5
2010-11-19 12:00:00,42.0,82.0,-4.5,35.0
2010-11-19 14:00:00,42.0,82.0,-1.0,25.5
2010-11-19 16:00:00,42.0,82.0,0.0,21.5
2010-11-19 18:00:00,42.0,82.0,-1.0,12.5
2010-11-19 20:00:00,42.0,82.0,1.0,16.0
2010-11-19 22:00:00,42.0,82.0,5.0,12.0
2010-11-20 00:00:00,32.0,77.9,8.5,10.5
2010-11-20 02:00:00,32.0,77.9,7.0,14.0
2010-11-20 04:00:00,32.0,77.9,4.0,22.0
2010-11-20 06:00:00,32.0,77.9,-0.5,105.5
2010-11-20 08:00:00,32.0,77.9,0.5,45.5
2010-11-20 10:00:00,32.0,77.9,-1.5,35.5
2010-11-20 12:00:00,32.0,77.9,-3.0,43.5
2010-11-20 14:00:00,32.0,77.9,-4.5,19.0
2010-11-20 16:00:00,32.0,77.9,-3.0,26.5
2010-11-20 18:00:00,32.0,77.9,-1.5,35.5
2010-11-20 20:00:00,32.0,77.9,0.0,28.0
2010-11-20 22:00:00,32.0,77.9,-1.5,24.0
2010-11-21 00:00:00,27.0,75.8,-5.5,46.0
2010-11-21 02:00:00,27.0,75.8,-5.0,21.0
2010-11-21 04:00:00,27.0,75.8,-0.5,17.5
2010-11-21 06:00:00,27.0,75.8,-5.0,18.5
2010-11-21 08:00:00,27.0,75.8,-9.0,130.0
2010-11-21 10:00:00,27.0,75.8,-11.5,263.5
2010-11-21 12:00:00,27.0,75.8,-13.5,169.0
2010-11-21 14:00:00,27.0,75.8,-10.5,94.5
2010-11-21 16:00:00,27.0,75.8,-9.0,42.0
2010-11-21 18:00:00,27.0,75.8,-9.5,211.5
2010-11-21 20:00:00,27.0,75.8,-5.5,41.0
2010-11-21 22:00:00,27.0,75.8,-7.5,40.5
2010-11-22 00:00:00,24.0,72.9,-12.0,31.0
2010-11-22 02:00:00,24.0,72.9,-12.5,39.5
2010-11-22 04:00:00,24.0,72.9,-8.5,93.0
2010-11-22 06:00:00,24.0,72.9,-8.5,111.0
2010-11-22 08:00:00,24.0,72.9,-3.5,88.0
2010-11-22 10:00:00,24.0,72.9,-11.5,228.0
2010-11-22 12:00:00,24.0,72.9,-10.5,122.0
2010-11-22 14:00:00,24.0,72.9,-4.0,33.0
2010-11-22 16:00:00,24.0,72.9,-9.5,184.5
2010-11-22 18:00:00,24.0,72.9,-10.5,123.0
2010-11-22 20:00:00,24.0,72.9,-8.0,58.0
2010-11-22 22:00:00,24.0,72.9,-7.0,75.0
2010-11-23 00:00:00,26.0,73.4,-11.0,76.0
2010-11-23 02:00:00,26.0,73.4,-11.5,60.0
2010-11-23 04:00:00,26.0,73.4,-7.5,97.5
2010-11-23 06:00:00,26.0,73.4,-11.0,116.5
2010-11-23 08:00:00,26.0,73.4,-6.5,69.5
2010-11-23 10:00:00,26.0,73.4,-8.5,51.5
2010-11-23 12:00:00,26.0,73.4,-14.0,62.0
2010-11-23 14:00:00,26.0,73.4,-16.0,143.0
2010-11-23 16:00:00,26.0,73.4,-17.0,298.5
2010-11-23 18:00:00,26.0,73.4,-12.5,201.5
2010-11-23 20:00:00,26.0,73.4,-18.0,329.0
2010-11-23 22:00:00,26.0,73.4,-16.0,51.0
2010-11-24 00:00:00,13.0,73.9,-10.0,48.0
2010-11-24 02:00:00,13.0,73.9,-13.5,19.0
2010-11-24 04:00:00,13.0,73.9,-10.0,59.5
2010-11-24 06:00:00,13.0,73.9,-10.5,87.0
2010-11-24 08:00:00,13.0,73.9,-4.5,65.5
2010-11-24 10:00:00,13.0,73.9,-10.0,61.0
2010-11-24 12:00:00,13.0,73.9,-15.0,140.0
2010-11-24 14:00:00,13.0,73.9,-15.5,102.5
2010-11-24 16:00:00,13.0,73.9,-18.5,168.0
2010-11-24 18:00:00,13.0,73.9,-14.5,210.5
2010-11-24 20:00:00,13.0,73.9,-13.5,105.0
2010-11-24 22:00:00,13.0,73.9,-12.5,36.5
2010-11-25 00:00:00,24.0,75.9,-11.5,43.5
2010-11-25 02:00:00,24.0,75.9,-13.5,45.5
2010-11-25 04:00:00,24.0,75.9,-10.5,56.5
2010-11-25 06:00:00,24.0,75.9,-10.0,44.0
2010-11-25 08:00:00,24.0,75.9,-9.5,42.0
2010-11-25 10:00:00,24.0,75.9,-8.5,48.0
2010-11-25 12:00:00,24.0,75.9,-12.0,151.5
2010-11-25 14:00:00,24.0,75.9,-10.5,27.0
2010-11-25 16:00:00,24.0,75.9,-12.0,31.5
2010-11-25 18:00:00,24.0,75.9,-11.0,63.5
2010-11-25 20:00:00,24.0,75.9,-9.5,35.5
2010-11-25 22:00:00,24.0,75.9,-11.0,25.0
2010-11-26 00:00:00,14.0,74.2,-8.5,27.0
2010-11-26 02:00:00,14.0,74.2,-9.0,31.0
2010-11-26 04:00:00,14.0,74.2,-7.0,32.0
2010-11-26 06:00:00,14.0,74.2,-5.5,32.0
2010-11-26 08:00:00,14.0,74.2,-7.5,31.0
2010-11-26 10:00:00,14.0,74.2,-4.5,37.5
2010-11-26 12:00:00,14.0,74.2,-5.0,79.5
2010-11-26 14:00:00,14.0,74.2,-9.0,92.0
2010-11-26 16:00:00,14.0,74.2,-9.0,36.0
2010-11-26 18:00:00,14.0,74.2,-8.0,117.0
2010-11-26 20:00:00,14.0,74.2,-5.5,38.0
2010-11-26 22:00:00,14.0,74.2,-4.0,22.5
2010-11-27 00:00:00,13.0,74.5,-1.5,25.0
2010-11-27 02:00:00,13.0,74.5,-3.5,25.5
2010-11-27 04:00:00,13.0,74.5,-2.5,23.5
2010-11-27 06:00:00,13.0,74.5,1.0,27.5
2010-11-27 08:00:00,13.0,74.5,0.0,35.0
2010-11-27 10:00:00,13.0,74.5,-3.0,51.5
2010-11-27 12:00:00,13.0,74.5,-5.5,61.0
2010-11-27 14:00:00,13.0,74.5,3.5,129.0
2010-11-27 16:00:00,13.0,74.5,13.5,66.0
2010-11-27 18:00:00,13.0,74.5,6.5,204.5
2010-11-27 20:00:00,13.0,74.5,-1.0,509.0
2010-11-27 22:00:00,13.0,74.5,-11.5,73.5
2010-11-28 00:00:00,27.0,77.9,1.5,134.0
2010-11-28 02:00:00,27.0,77.9,-5.0,63.0
2010-11-28 04:00:00,27.0,77.9,6.0,89.0
2010-11-28 06:00:00,27.0,77.9,7.0,39.0
2010-11-28 08:00:00,27.0,77.9,-1.0,23.5
2010-11-28 10:00:00,27.0,77.9,-2.0,21.0
2010-11-28 12:00:00,27.0,77.9,-7.0,62.5
2010-11-28 14:00:00,27.0,77.9,-13.5,108.0
2010-11-28 16:00:00,27.0,77.9,-16.0,117.5
2010-11-28 18:00:00,27.0,77.9,-16.0,110.0
2010-11-28 20:00:00,27.0,77.9,-14.5,292.0
2010-11-28 22:00:00,27.0,77.9,-18.5,121.5
2010-11-29 00:00:00,29.0,80.2,-20.0,44.5
2010-11-29 02:00:00,29.0,80.2,-23.0,67.5
2010-11-29 04:00:00,29.0,80.2,-19.0,59.0
2010-11-29 06:00:00,29.0,80.2,-18.5,56.5
2010-11-29 08:00:00,29.0,80.2,-11.5,161.5
2010-11-29 10:00:00,29.0,80.2,-13.0,115.5
2010-11-29 12:00:00,29.0,80.2,-12.5,186.0
2010-11-29 14:00:00,29.0,80.2,-11.5,121.0
2010-11-29 16:00:00,29.0,80.2,-12.5,83.0
2010-11-29 18:00:00,29.0,80.2,-8.5,212.0
2010-11-29 20:00:00,29.0,80.2,-4.5,51.0
2010-11-29 22:00:00,29.0,80.2,-5.5,27.5
2010-11-30 00:00:00,24.0,84.0,-9.0,42.5
2010-11-30 02:00:00,24.0,84.0,-12.5,25.5
2010-11-30 04:00:00,24.0,84.0,-9.5,43.5
2010-11-30 06:00:00,24.0,84.0,-6.0,22.0
2010-11-30 08:00:00,24.0,84.0,6.0,40.0
2010-11-30 10:00:00,24.0,84.0,3.0,118.5
2010-11-30 12:00:00,24.0,84.0,0.0,42.5
2010-11-30 14:00:00,24.0,84.0,-5.5,92.5
2010-11-30 16:00:00,24.0,84.0,-13.5,120.0
2010-11-30 18:00:00,24.0,84.0,-8.0,43.5
2010-11-30 20:00:00,24.0,84.0,-9.0,51.0
2010-11-30 22:00:00,24.0,84.0,-12.0,75.5
2010-12-01 00:00:00,32.0,84.1,-14.0,41.0
2010-12-01 02:00:00,32.0,84.1,-15.5,25.5
2010-12-01 04:00:00,32.0,84.1,-12.0,26.0
2010-12-01 06:00:00,32.0,84.1,-9.0,22.0
2010-12-01 08:00:00,32.0,84.1,-2.5,34.0
2010-12-01 10:00:00,32.0,84.1,2.0,28.5
2010-12-01 12:00:00,32.0,84.1,1.5,25.0
2010-12-01 14:00:00,32.0,84.1,1.0,28.5
2010-12-01 16:00:00,32.0,84.1,-2.0,58.0
2010-12-01 18:00:00,32.0,84.1,-4.0,87.0
2010-12-01 20:00:00,32.0,84.1,-1.0,119.5
2010-12-01 22:00:00,32.0,84.1,-3.5,22.0
2010-12-02 00:00:00,36.0,84.1,-9.5,51.0
2010-12-02 02:00:00,36.0,84.1,-16.0,78.0
2010-12-02 04:00:00,36.0,84.1,-16.0,58.5
2010-12-02 06:00:00,36.0,84.1,-14.0,27.0
2010-12-02 08:00:00,36.0,84.1,-8.5,28.0
2010-12-02 10:00:00,36.0,84.1,-5.5,17.0
2010-12-02 12:00:00,36.0,84.1,-3.5,23.5
2010-12-02 14:00:00,36.0,84.1,-2.0,20.5
2010-12-02 16:00:00,36.0,84.1,-2.0,21.0
2010-12-02 18:00:00,36.0,84.1,-1.0,28.0
2010-12-02 20:00:00,36.0,84.1,1.0,17.5
2010-12-02 22:00:00,36.0,84.1,-3.0,18.0
2010-12-03 00:00:00,41.0,84.4,-3.5,10.5
2010-12-03 02:00:00,41.0,84.4,-4.0,18.5
2010-12-03 04:00:00,41.0,84.4,-2.0,37.5
2010-12-03 06:00:00,41.0,84.4,0.5,27.0
2010-12-03 08:00:00,41.0,84.4,2.0,21.0
2010-12-03 10:00:00,41.0,84.4,4.5,11.0
2010-12-03 12:00:00,41.0,84.4,4.5,19.0
2010-12-03 14:00:00,41.0,84.4,2.5,27.0
2010-12-03 16:00:00,41.0,84.4,-1.0,21.5
2010-12-03 18:00:00,41.0,84.4,0.5,26.0
2010-12-03 20:00:00,41.0,84.4,4.0,15.0
2010-12-03 22:00:00,41.0,84.4,4.5,16.0
2010-12-04 00:00:00,53.0,84.9,1.0,14.0
2010-12-04 02:00:00,53.0,84.9,-1.0,13.5
2010-12-04 04:00:00,53.0,84.9,-4.0,15.5
2010-12-04 06:00:00,53.0,84.9,-1.0,30.5
2010-12-04 08:00:00,53.0,84.9,10.5,32.0
2010-12-04 10:00:00,53.0,84.9,11.5,18.0
2010-12-04 12:00:00,53.0,84.9,4.5,135.5
2010-12-04 14:00:00,53.0,84.9,2.0,56.5
2010-12-04 16:00:00,53.0,84.9,-2.0,28.0
2010-12-04 18:00:00,53.0,84.9,-2.5,100.5
2010-12-04 20:00:00,53.0,84.9,0.0,19.5
2010-12-04 22:00:00,53.0,84.9,-5.5,21.0
2010-12-05 00:00:00,44.0,85.4,-7.0,22.0
2010-12-05 02:00:00,44.0,85.4,-7.0,26.5
2010-12-05 04:00:00,44.0,85.4,-7.5,30.0
2010-12-05 06:00:00,44.0,85.4,-9.0,35.5
2010-12-05 08:00:00,44.0,85.4,-4.0,32.5
2010-12-05 10:00:00,44.0,85.4,0.5,36.0
2010-12-05 12:00:00,44.0,85.4,3.0,24.5
2010-12-05 14:00:00,44.0,85.4,3.5,38.0
2010-12-05 16:00:00,44.0,85.4,6.0,32.5
2010-12-05 18:00:00,44.0,85.4,9.0,33.0
2010-12-05 20:00:00,44.0,85.4,8.0,92.5
2010-12-05 22:00:00,44.0,85.4,0.0,123.5
2010-12-06 00:00:00,29.0,85.9,-2.5,39.0
2010-12-06 02:00:00,29.0,85.9,1.5,30.5
2010-12-06 04:00:00,29.0,85.9,1.0,26.5
2010-12-06 06:00:00,29.0,85.9,-1.0,30.5
2010-12-06 08:00:00,29.0,85.9,1.0,50.0
2010-12-06 10:00:00,29.0,85.9,3.0,70.0
2010-12-06 12:00:00,29.0,85.9,8.0,20.5
2010-12-06 14:00:00,29.0,85.9,9.5,24.5
2010-12-06 16:00:00,29.0,85.9,-1.0,131.5
2010-12-06 18:00:00,29.0,85.9,3.0,34.0
2010-12-06 20:00:00,29.0,85.9,6.0,20.0
2010-12-06 22:00:00,29.0,85.9,-1.0,32.0
2010-12-07 00:00:00,31.0,84.5,-2.0,25.5
2010-12-07 02:00:00,31.0,84.5,-2.0,30.5
2010-12-07 04:00:00,31.0,84.5,-0.5,22.0
2010-12-07 06:00:00,31.0,84.5,5.5,18.5
2010-12-07 08:00:00,31.0,84.5,11.5,25.0
2010-12-07 10:00:00,31.0,84.5,10.5,38.0
2010-12-07 12:00:00,31.0,84.5,-2.0,263.0
2010-12-07 14:00:00,31.0,84.5,-6.5,94.5
2010-12-07 16:00:00,31.0,84.5,-3.5,105.0
2010-12-07 18:00:00,31.0,84.5,-8.0,120.0
2010-12-07 20:00:00,31.0,84.5,-5.0,188.5
2010-12-07 22:00:00,31.0,84.5,-11.0,100.0
2010-12-08 00:00:00,31.0,84.6,-12.5,60.5
2010-12-08 02:00:00,31.0,84.6,-12.5,56.0
2010-12-08 04:00:00,31.0,84.6,-12.5,74.5
2010-12-08 06:00:00,31.0,84.6,-6.0,78.0
2010-12-08 08:00:00,31.0,84.6,-2.0,16.0
2010-12-08 10:00:00,31.0,84.6,-3.0,47.5
2010-12-08 12:00:00,31.0,84.6,-5.5,89.5
2010-12-08 14:00:00,31.0,84.6,-13.0,235.5
2010-12-08 16:00:00,31.0,84.6,-12.5,299.0
2010-12-08 18:00:00,31.0,84.6,-10.0,275.0
2010-12-08 20:00:00,31.0,84.6,-8.0,153.5
2010-12-08 22:00:00,31.0,84.6,-9.5,31.5
2010-12-09 00:00:00,29.0,84.2,-14.5,33.0
2010-12-09 02:00:00,29.0,84.2,-15.0,40.5
2010-12-09 04:00:00,29.0,84.2,-11.0,35.5
