# NASA OMNI Data for Comparison with SuperDARN MSTID Index
# Data re-processed by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# radar: fhw
# lat: 43.3
# lon: -102.7
# season: 20131101_20140501
#
datetime_ut,OMNI_R_Sunspot_Number,OMNI_Dst,OMNI_F10.7,OMNI_AE
2013-11-03 10:00:00,123.0,-10.0,141.1,118.5
2013-11-03 12:00:00,123.0,-3.0,141.1,41.5
2013-11-03 14:00:00,123.0,-2.5,141.1,38.0
2013-11-03 16:00:00,123.0,-1.5,141.1,35.5
2013-11-03 18:00:00,123.0,-3.5,141.1,101.0
2013-11-03 20:00:00,123.0,-4.5,141.1,200.0
2013-11-03 22:00:00,123.0,-12.0,141.1,59.0
2013-11-04 00:00:00,128.0,-11.0,144.9,22.0
2013-11-04 02:00:00,128.0,-9.5,144.9,17.5
2013-11-04 04:00:00,128.0,-13.0,144.9,59.0
2013-11-04 06:00:00,128.0,-13.5,144.9,124.0
2013-11-04 08:00:00,128.0,-11.5,144.9,58.0
2013-11-04 10:00:00,128.0,-19.5,144.9,201.0
2013-11-04 12:00:00,128.0,-13.5,144.9,113.0
2013-11-04 14:00:00,128.0,-13.0,144.9,200.5
2013-11-04 16:00:00,128.0,-10.5,144.9,295.0
2013-11-04 18:00:00,128.0,-7.0,144.9,147.0
2013-11-04 20:00:00,128.0,-8.0,144.9,100.5
2013-11-04 22:00:00,128.0,-9.0,144.9,53.5
2013-11-05 00:00:00,122.0,-12.5,145.9,68.0
2013-11-05 02:00:00,122.0,-13.0,145.9,45.0
2013-11-05 04:00:00,122.0,-17.0,145.9,61.0
2013-11-05 06:00:00,122.0,-18.5,145.9,74.5
2013-11-05 08:00:00,122.0,-25.0,145.9,104.0
2013-11-05 10:00:00,122.0,-18.5,145.9,146.5
2013-11-05 12:00:00,122.0,-14.5,145.9,115.0
2013-11-05 14:00:00,122.0,-10.5,145.9,76.0
2013-11-05 16:00:00,122.0,-6.0,145.9,106.0
2013-11-05 18:00:00,122.0,-2.5,145.9,45.5
2013-11-05 20:00:00,122.0,-2.5,145.9,69.5
2013-11-05 22:00:00,122.0,-1.5,145.9,55.5
2013-11-06 00:00:00,145.0,-3.0,150.8,19.5
2013-11-06 02:00:00,145.0,-1.5,150.8,16.5
2013-11-06 04:00:00,145.0,-3.0,150.8,29.0
2013-11-06 06:00:00,145.0,-4.5,150.8,54.5
2013-11-06 08:00:00,145.0,-7.0,150.8,78.5
2013-11-06 10:00:00,145.0,-2.5,150.8,38.0
2013-11-06 12:00:00,145.0,1.0,150.8,44.0
2013-11-06 14:00:00,145.0,6.5,150.8,41.0
2013-11-06 16:00:00,145.0,8.5,150.8,95.5
2013-11-06 18:00:00,145.0,6.5,150.8,141.5
2013-11-06 20:00:00,145.0,4.5,150.8,67.0
2013-11-06 22:00:00,145.0,-5.0,150.8,128.5
2013-11-07 00:00:00,166.0,-2.0,145.3,62.5
2013-11-07 02:00:00,166.0,0.0,145.3,106.5
2013-11-07 04:00:00,166.0,-10.0,145.3,409.0
2013-11-07 06:00:00,166.0,-20.5,145.3,330.0
2013-11-07 08:00:00,166.0,-23.0,145.3,391.5
2013-11-07 10:00:00,166.0,-41.0,145.3,541.0
2013-11-07 12:00:00,166.0,-45.0,145.3,306.5
2013-11-07 14:00:00,166.0,-34.0,145.3,75.0
2013-11-07 16:00:00,166.0,-29.0,145.3,64.5
2013-11-07 18:00:00,166.0,-19.5,145.3,82.0
2013-11-07 20:00:00,166.0,-19.0,145.3,221.0
2013-11-07 22:00:00,166.0,-22.5,145.3,220.0
2013-11-08 00:00:00,142.0,-20.5,143.3,202.5
2013-11-08 02:00:00,142.0,-14.5,143.3,44.0
2013-11-08 04:00:00,142.0,-16.5,143.3,64.5
2013-11-08 06:00:00,142.0,-19.5,143.3,82.5
2013-11-08 08:00:00,142.0,-15.5,143.3,41.0
2013-11-08 10:00:00,142.0,-15.5,143.3,27.5
2013-11-08 12:00:00,142.0,-12.0,143.3,29.0
2013-11-08 14:00:00,142.0,-11.0,143.3,36.5
2013-11-08 16:00:00,142.0,-9.0,143.3,46.5
2013-11-08 18:00:00,142.0,-4.0,143.3,30.5
2013-11-08 20:00:00,142.0,1.5,143.3,20.5
2013-11-08 22:00:00,142.0,8.0,143.3,16.0
2013-11-09 00:00:00,104.0,8.5,145.2,42.5
2013-11-09 02:00:00,104.0,-1.0,145.2,199.5
2013-11-09 04:00:00,104.0,-27.0,145.2,709.5
2013-11-09 06:00:00,104.0,-64.5,145.2,679.0
2013-11-09 08:00:00,104.0,-76.5,145.2,555.0
2013-11-09 10:00:00,104.0,-68.5,145.2,524.5
2013-11-09 12:00:00,104.0,-54.5,145.2,534.0
2013-11-09 14:00:00,104.0,-44.5,145.2,179.0
2013-11-09 16:00:00,104.0,-41.0,145.2,220.5
2013-11-09 18:00:00,104.0,-32.5,145.2,48.5
2013-11-09 20:00:00,104.0,-26.0,145.2,85.5
2013-11-09 22:00:00,104.0,-22.5,145.2,42.0
2013-11-10 00:00:00,101.0,-24.5,151.1,124.0
2013-11-10 02:00:00,101.0,-29.5,151.1,159.0
2013-11-10 04:00:00,101.0,-26.5,151.1,47.0
2013-11-10 06:00:00,101.0,-25.5,151.1,64.5
2013-11-10 08:00:00,101.0,-32.5,151.1,383.5
2013-11-10 10:00:00,101.0,-32.0,151.1,315.5
2013-11-10 12:00:00,101.0,-27.0,151.1,149.5
2013-11-10 14:00:00,101.0,-33.0,151.1,201.0
2013-11-10 16:00:00,101.0,-28.5,151.1,292.0
2013-11-10 18:00:00,101.0,-22.0,151.1,181.0
2013-11-10 20:00:00,101.0,-23.5,151.1,538.0
2013-11-10 22:00:00,101.0,-28.5,151.1,460.0
2013-11-11 00:00:00,113.0,-37.5,160.4,437.0
2013-11-11 02:00:00,113.0,-34.0,160.4,410.5
2013-11-11 04:00:00,113.0,-43.5,160.4,647.0
2013-11-11 06:00:00,113.0,-67.0,160.4,583.5
2013-11-11 08:00:00,113.0,-54.5,160.4,525.5
2013-11-11 10:00:00,113.0,-52.0,160.4,554.5
2013-11-11 12:00:00,113.0,-46.5,160.4,307.5
2013-11-11 14:00:00,113.0,-35.5,160.4,485.5
2013-11-11 16:00:00,113.0,-33.0,160.4,207.0
2013-11-11 18:00:00,113.0,-27.5,160.4,158.0
2013-11-11 20:00:00,113.0,-26.5,160.4,31.5
2013-11-11 22:00:00,113.0,-24.0,160.4,29.5
2013-11-12 00:00:00,135.0,-22.0,164.0,48.0
2013-11-12 02:00:00,135.0,-23.0,164.0,46.5
2013-11-12 04:00:00,135.0,-21.5,164.0,26.5
2013-11-12 06:00:00,135.0,-22.5,164.0,16.0
2013-11-12 08:00:00,135.0,-22.0,164.0,18.5
2013-11-12 10:00:00,135.0,-15.0,164.0,25.0
2013-11-12 12:00:00,135.0,-12.5,164.0,33.5
2013-11-12 14:00:00,135.0,-13.5,164.0,22.0
2013-11-12 16:00:00,135.0,-14.0,164.0,23.0
2013-11-12 18:00:00,135.0,-15.0,164.0,19.5
2013-11-12 20:00:00,135.0,-16.0,164.0,20.5
2013-11-12 22:00:00,135.0,-21.5,164.0,16.0
2013-11-13 00:00:00,152.0,-23.5,167.4,10.5
2013-11-13 02:00:00,152.0,-18.5,167.4,11.0
2013-11-13 04:00:00,152.0,-19.0,167.4,36.5
2013-11-13 06:00:00,152.0,-24.0,167.4,70.5
2013-11-13 08:00:00,152.0,-23.5,167.4,71.0
2013-11-13 10:00:00,152.0,-19.0,167.4,124.0
2013-11-13 12:00:00,152.0,-13.0,167.4,231.0
2013-11-13 14:00:00,152.0,-17.0,167.4,117.0
2013-11-13 16:00:00,152.0,-15.0,167.4,66.0
2013-11-13 18:00:00,152.0,-13.0,167.4,47.0
2013-11-13 20:00:00,152.0,-10.0,167.4,31.5
2013-11-13 22:00:00,152.0,-9.5,167.4,18.0
2013-11-14 00:00:00,173.0,-8.0,172.0,10.5
2013-11-14 02:00:00,173.0,-10.0,172.0,12.5
2013-11-14 04:00:00,173.0,-9.5,172.0,16.5
2013-11-14 06:00:00,173.0,-6.5,172.0,23.0
2013-11-14 08:00:00,173.0,-8.0,172.0,109.0
2013-11-14 10:00:00,173.0,-8.0,172.0,131.0
2013-11-14 12:00:00,173.0,-5.5,172.0,77.0
2013-11-14 14:00:00,173.0,-10.0,172.0,53.5
2013-11-14 16:00:00,173.0,-10.0,172.0,117.5
2013-11-14 18:00:00,173.0,-8.5,172.0,110.5
2013-11-14 20:00:00,173.0,-8.5,172.0,63.5
2013-11-14 22:00:00,173.0,-10.0,172.0,53.0
2013-11-15 00:00:00,166.0,-11.0,174.0,64.0
2013-11-15 02:00:00,166.0,-15.5,174.0,76.5
2013-11-15 04:00:00,166.0,-14.5,174.0,116.5
2013-11-15 06:00:00,166.0,-18.5,174.0,66.5
2013-11-15 08:00:00,166.0,-17.5,174.0,168.0
2013-11-15 10:00:00,166.0,-15.5,174.0,230.5
2013-11-15 12:00:00,166.0,-10.5,174.0,215.5
2013-11-15 14:00:00,166.0,-4.5,174.0,186.0
2013-11-15 16:00:00,166.0,-13.0,174.0,384.5
2013-11-15 18:00:00,166.0,-16.5,174.0,314.0
2013-11-15 20:00:00,166.0,-23.0,174.0,500.5
2013-11-15 22:00:00,166.0,-26.0,174.0,625.0
2013-11-16 00:00:00,183.0,-37.5,170.6,385.0
2013-11-16 02:00:00,183.0,-38.0,170.6,235.0
2013-11-16 04:00:00,183.0,-29.0,170.6,71.0
2013-11-16 06:00:00,183.0,-29.0,170.6,54.5
2013-11-16 08:00:00,183.0,-26.5,170.6,120.5
2013-11-16 10:00:00,183.0,-22.0,170.6,243.5
2013-11-16 12:00:00,183.0,-18.0,170.6,138.5
2013-11-16 14:00:00,183.0,-10.5,170.6,84.5
2013-11-16 16:00:00,183.0,-8.0,170.6,46.5
2013-11-16 18:00:00,183.0,-10.0,170.6,46.0
2013-11-16 20:00:00,183.0,-12.5,170.6,35.5
2013-11-16 22:00:00,183.0,-14.5,170.6,78.5
2013-11-17 00:00:00,192.0,-11.5,172.9,81.5
2013-11-17 02:00:00,192.0,-12.0,172.9,50.5
2013-11-17 04:00:00,192.0,-16.0,172.9,37.5
2013-11-17 06:00:00,192.0,-23.0,172.9,135.0
2013-11-17 08:00:00,192.0,-21.0,172.9,50.0
2013-11-17 10:00:00,192.0,-21.0,172.9,204.0
2013-11-17 12:00:00,192.0,-16.0,172.9,106.5
2013-11-17 14:00:00,192.0,-14.5,172.9,35.5
2013-11-17 16:00:00,192.0,-10.5,172.9,29.5
2013-11-17 18:00:00,192.0,-9.5,172.9,51.0
2013-11-17 20:00:00,192.0,-10.0,172.9,91.0
2013-11-17 22:00:00,192.0,-10.0,172.9,50.0
2013-11-18 00:00:00,145.0,-12.0,159.5,39.0
2013-11-18 02:00:00,145.0,-7.5,159.5,51.5
2013-11-18 04:00:00,145.0,-5.0,159.5,17.0
2013-11-18 06:00:00,145.0,-11.5,159.5,56.0
2013-11-18 08:00:00,145.0,-17.0,159.5,71.5
2013-11-18 10:00:00,145.0,-13.0,159.5,44.0
2013-11-18 12:00:00,145.0,-9.5,159.5,72.5
2013-11-18 14:00:00,145.0,-9.0,159.5,34.5
2013-11-18 16:00:00,145.0,-6.0,159.5,53.5
2013-11-18 18:00:00,145.0,-4.0,159.5,34.0
2013-11-18 20:00:00,145.0,-1.0,159.5,27.0
2013-11-18 22:00:00,145.0,-1.5,159.5,21.5
2013-11-19 00:00:00,113.0,3.5,149.3,18.0
2013-11-19 02:00:00,113.0,2.0,149.3,12.5
2013-11-19 04:00:00,113.0,-1.5,149.3,12.0
2013-11-19 06:00:00,113.0,-4.0,149.3,14.0
2013-11-19 08:00:00,113.0,-6.0,149.3,22.5
2013-11-19 10:00:00,113.0,-2.5,149.3,22.0
2013-11-19 12:00:00,113.0,3.5,149.3,52.0
2013-11-19 14:00:00,113.0,5.0,149.3,73.5
2013-11-19 16:00:00,113.0,8.0,149.3,67.0
2013-11-19 18:00:00,113.0,0.0,149.3,232.0
2013-11-19 20:00:00,113.0,-4.5,149.3,77.0
2013-11-19 22:00:00,113.0,-3.5,149.3,51.0
2013-11-20 00:00:00,84.0,-3.0,143.5,56.5
2013-11-20 02:00:00,84.0,-4.0,143.5,91.0
2013-11-20 04:00:00,84.0,-2.5,143.5,54.5
2013-11-20 06:00:00,84.0,-6.0,143.5,64.5
2013-11-20 08:00:00,84.0,-13.5,143.5,143.0
2013-11-20 10:00:00,84.0,-10.0,143.5,136.5
2013-11-20 12:00:00,84.0,-8.5,143.5,263.5
2013-11-20 14:00:00,84.0,-3.5,143.5,48.0
2013-11-20 16:00:00,84.0,-2.5,143.5,37.0
2013-11-20 18:00:00,84.0,-3.5,143.5,34.0
2013-11-20 20:00:00,84.0,-6.5,143.5,27.0
2013-11-20 22:00:00,84.0,-6.0,143.5,19.5
2013-11-21 00:00:00,72.0,-3.5,137.8,13.0
2013-11-21 02:00:00,72.0,-4.0,137.8,19.0
2013-11-21 04:00:00,72.0,-3.5,137.8,15.0
2013-11-21 06:00:00,72.0,-3.5,137.8,12.0
2013-11-21 08:00:00,72.0,-3.0,137.8,17.0
2013-11-21 10:00:00,72.0,0.0,137.8,29.0
2013-11-21 12:00:00,72.0,-1.0,137.8,37.0
2013-11-21 14:00:00,72.0,1.0,137.8,29.0
2013-11-21 16:00:00,72.0,0.5,137.8,27.0
2013-11-21 18:00:00,72.0,-1.0,137.8,66.5
2013-11-21 20:00:00,72.0,-2.0,137.8,36.5
2013-11-21 22:00:00,72.0,-5.5,137.8,33.5
2013-11-22 00:00:00,67.0,-6.5,139.2,28.5
2013-11-22 02:00:00,67.0,-3.0,139.2,24.5
2013-11-22 04:00:00,67.0,0.5,139.2,15.5
2013-11-22 06:00:00,67.0,0.5,139.2,21.0
2013-11-22 08:00:00,67.0,-2.0,139.2,23.5
2013-11-22 10:00:00,67.0,-2.5,139.2,18.5
2013-11-22 12:00:00,67.0,1.5,139.2,22.0
2013-11-22 14:00:00,67.0,3.0,139.2,22.0
2013-11-22 16:00:00,67.0,5.5,139.2,22.5
2013-11-22 18:00:00,67.0,4.5,139.2,24.5
2013-11-22 20:00:00,67.0,0.5,139.2,73.5
2013-11-22 22:00:00,67.0,-3.0,139.2,28.5
2013-11-23 00:00:00,62.0,-1.0,132.2,22.5
2013-11-23 02:00:00,62.0,3.0,132.2,45.0
2013-11-23 04:00:00,62.0,1.0,132.2,145.5
2013-11-23 06:00:00,62.0,0.0,132.2,108.5
2013-11-23 08:00:00,62.0,-17.5,132.2,454.0
2013-11-23 10:00:00,62.0,-25.0,132.2,467.5
2013-11-23 12:00:00,62.0,-23.5,132.2,147.5
2013-11-23 14:00:00,62.0,-18.0,132.2,95.0
2013-11-23 16:00:00,62.0,-11.5,132.2,51.0
2013-11-23 18:00:00,62.0,-9.0,132.2,116.0
2013-11-23 20:00:00,62.0,-7.5,132.2,23.5
2013-11-23 22:00:00,62.0,-9.0,132.2,20.0
2013-11-24 00:00:00,72.0,-5.0,123.9,15.5
2013-11-24 02:00:00,72.0,-5.0,123.9,21.5
2013-11-24 04:00:00,72.0,-8.0,123.9,19.5
2013-11-24 06:00:00,72.0,-6.5,123.9,20.0
2013-11-24 08:00:00,72.0,-8.0,123.9,15.0
2013-11-24 10:00:00,72.0,-9.5,123.9,63.0
2013-11-24 12:00:00,72.0,-5.5,123.9,26.0
2013-11-24 14:00:00,72.0,-5.0,123.9,27.0
2013-11-24 16:00:00,72.0,-7.5,123.9,43.0
2013-11-24 18:00:00,72.0,-6.0,123.9,32.5
2013-11-24 20:00:00,72.0,-5.5,123.9,34.0
2013-11-24 22:00:00,72.0,-5.0,123.9,43.5
2013-11-25 00:00:00,40.0,-2.0,116.0,37.5
2013-11-25 02:00:00,40.0,-3.5,116.0,30.0
2013-11-25 04:00:00,40.0,-2.5,116.0,17.5
2013-11-25 06:00:00,40.0,-2.0,116.0,15.0
2013-11-25 08:00:00,40.0,-4.0,116.0,22.0
2013-11-25 10:00:00,40.0,-5.0,116.0,22.5
2013-11-25 12:00:00,40.0,-5.5,116.0,26.5
2013-11-25 14:00:00,40.0,-3.0,116.0,34.0
2013-11-25 16:00:00,40.0,-2.0,116.0,26.5
2013-11-25 18:00:00,40.0,-0.5,116.0,27.0
2013-11-25 20:00:00,40.0,0.5,116.0,18.0
2013-11-25 22:00:00,40.0,3.0,116.0,18.0
2013-11-26 00:00:00,37.0,3.0,112.4,9.5
2013-11-26 02:00:00,37.0,2.5,112.4,10.0
2013-11-26 04:00:00,37.0,1.5,112.4,14.5
2013-11-26 06:00:00,37.0,-0.5,112.4,15.5
2013-11-26 08:00:00,37.0,0.0,112.4,12.5
2013-11-26 10:00:00,37.0,-1.5,112.4,12.5
2013-11-26 12:00:00,37.0,0.5,112.4,16.0
2013-11-26 14:00:00,37.0,2.0,112.4,17.5
2013-11-26 16:00:00,37.0,6.5,112.4,21.5
2013-11-26 18:00:00,37.0,9.5,112.4,14.5
2013-11-26 20:00:00,37.0,10.5,112.4,37.0
2013-11-26 22:00:00,37.0,16.0,112.4,13.5
2013-11-27 00:00:00,73.0,18.0,125.6,9.5
2013-11-27 02:00:00,73.0,17.0,125.6,7.0
2013-11-27 04:00:00,73.0,12.5,125.6,9.5
2013-11-27 06:00:00,73.0,9.0,125.6,12.5
2013-11-27 08:00:00,73.0,10.0,125.6,12.5
2013-11-27 10:00:00,73.0,10.0,125.6,13.5
2013-11-27 12:00:00,73.0,10.0,125.6,17.0
2013-11-27 14:00:00,73.0,11.5,125.6,18.0
2013-11-27 16:00:00,73.0,8.0,125.6,16.5
2013-11-27 18:00:00,73.0,9.0,125.6,12.5
2013-11-27 20:00:00,73.0,10.0,125.6,15.5
2013-11-27 22:00:00,73.0,11.5,125.6,13.5
2013-11-28 00:00:00,106.0,11.0,129.3,12.5
2013-11-28 02:00:00,106.0,13.0,129.3,11.0
2013-11-28 04:00:00,106.0,14.0,129.3,13.0
2013-11-28 06:00:00,106.0,12.5,129.3,14.5
2013-11-28 08:00:00,106.0,11.5,129.3,12.5
2013-11-28 10:00:00,106.0,10.0,129.3,12.0
2013-11-28 12:00:00,106.0,10.5,129.3,21.5
2013-11-28 14:00:00,106.0,12.0,129.3,104.0
2013-11-28 16:00:00,106.0,13.5,129.3,21.0
2013-11-28 18:00:00,106.0,10.0,129.3,43.5
2013-11-28 20:00:00,106.0,7.0,129.3,75.5
2013-11-28 22:00:00,106.0,3.0,129.3,25.0
2013-11-29 00:00:00,98.0,3.0,125.0,18.0
2013-11-29 02:00:00,98.0,13.0,125.0,40.0
2013-11-29 04:00:00,98.0,15.5,125.0,32.0
2013-11-29 06:00:00,98.0,9.5,125.0,133.0
2013-11-29 08:00:00,98.0,2.0,125.0,200.5
2013-11-29 10:00:00,98.0,7.0,125.0,218.5
2013-11-29 12:00:00,98.0,10.0,125.0,120.0
2013-11-29 14:00:00,98.0,9.0,125.0,110.0
2013-11-29 16:00:00,98.0,6.5,125.0,264.5
2013-11-29 18:00:00,98.0,-2.5,125.0,426.0
2013-11-29 20:00:00,98.0,-8.5,125.0,188.5
2013-11-29 22:00:00,98.0,-6.5,125.0,38.0
2013-11-30 00:00:00,95.0,-6.5,127.6,49.5
2013-11-30 02:00:00,95.0,-4.5,127.6,25.5
2013-11-30 04:00:00,95.0,-1.5,127.6,70.0
2013-11-30 06:00:00,95.0,-0.5,127.6,117.0
2013-11-30 08:00:00,95.0,-4.5,127.6,124.0
2013-11-30 10:00:00,95.0,-9.0,127.6,274.5
2013-11-30 12:00:00,95.0,-4.0,127.6,64.5
2013-11-30 14:00:00,95.0,-6.0,127.6,302.5
2013-11-30 16:00:00,95.0,-9.0,127.6,153.5
2013-11-30 18:00:00,95.0,-9.5,127.6,131.0
2013-11-30 20:00:00,95.0,-7.0,127.6,280.0
2013-11-30 22:00:00,95.0,-8.5,127.6,365.5
2013-12-01 00:00:00,124.0,-12.0,126.9,367.0
2013-12-01 02:00:00,124.0,-18.5,126.9,246.5
2013-12-01 04:00:00,124.0,-21.0,126.9,240.5
2013-12-01 06:00:00,124.0,-16.0,126.9,263.0
2013-12-01 08:00:00,124.0,-17.5,126.9,120.5
2013-12-01 10:00:00,124.0,-10.0,126.9,97.5
2013-12-01 12:00:00,124.0,-0.5,126.9,43.0
2013-12-01 14:00:00,124.0,-5.5,126.9,28.0
2013-12-01 16:00:00,124.0,-8.0,126.9,29.0
2013-12-01 18:00:00,124.0,-9.5,126.9,13.5
2013-12-01 20:00:00,124.0,-11.5,126.9,14.5
2013-12-01 22:00:00,124.0,-10.0,126.9,19.5
2013-12-02 00:00:00,139.0,-8.5,130.0,20.0
2013-12-02 02:00:00,139.0,-4.0,130.0,21.0
2013-12-02 04:00:00,139.0,-4.0,130.0,17.0
2013-12-02 06:00:00,139.0,-2.0,130.0,13.0
2013-12-02 08:00:00,139.0,0.5,130.0,12.0
2013-12-02 10:00:00,139.0,-2.5,130.0,15.5
2013-12-02 12:00:00,139.0,-3.5,130.0,39.5
2013-12-02 14:00:00,139.0,-3.0,130.0,42.5
2013-12-02 16:00:00,139.0,-2.5,130.0,20.5
2013-12-02 18:00:00,139.0,-5.5,130.0,26.0
2013-12-02 20:00:00,139.0,-11.5,130.0,18.5
2013-12-02 22:00:00,139.0,-9.5,130.0,22.5
2013-12-03 00:00:00,110.0,-5.5,131.9,19.0
2013-12-03 02:00:00,110.0,-2.5,131.9,41.0
2013-12-03 04:00:00,110.0,-2.0,131.9,47.0
2013-12-03 06:00:00,110.0,2.0,131.9,16.5
2013-12-03 08:00:00,110.0,-4.0,131.9,142.0
2013-12-03 10:00:00,110.0,-16.0,131.9,406.5
2013-12-03 12:00:00,110.0,-18.5,131.9,345.5
2013-12-03 14:00:00,110.0,-16.0,131.9,428.5
2013-12-03 16:00:00,110.0,-18.5,131.9,227.0
2013-12-03 18:00:00,110.0,-18.5,131.9,224.5
2013-12-03 20:00:00,110.0,-17.5,131.9,86.0
2013-12-03 22:00:00,110.0,-14.0,131.9,59.0
2013-12-04 00:00:00,117.0,-9.0,134.0,113.5
2013-12-04 02:00:00,117.0,-4.5,134.0,59.5
2013-12-04 04:00:00,117.0,4.0,134.0,46.5
2013-12-04 06:00:00,117.0,1.5,134.0,43.0
2013-12-04 08:00:00,117.0,-5.0,134.0,23.0
2013-12-04 10:00:00,117.0,-7.0,134.0,23.0
2013-12-04 12:00:00,117.0,-5.0,134.0,37.5
2013-12-04 14:00:00,117.0,-6.5,134.0,72.5
2013-12-04 16:00:00,117.0,-5.5,134.0,66.5
2013-12-04 18:00:00,117.0,-11.5,134.0,231.5
2013-12-04 20:00:00,117.0,-18.0,134.0,184.0
2013-12-04 22:00:00,117.0,-20.0,134.0,41.0
2013-12-05 00:00:00,110.0,-19.5,145.3,54.0
2013-12-05 02:00:00,110.0,-16.0,145.3,78.5
2013-12-05 04:00:00,110.0,-12.5,145.3,57.5
2013-12-05 06:00:00,110.0,-17.5,145.3,81.5
2013-12-05 08:00:00,110.0,-17.5,145.3,162.0
2013-12-05 10:00:00,110.0,-17.0,145.3,227.0
2013-12-05 12:00:00,110.0,-11.5,145.3,82.5
2013-12-05 14:00:00,110.0,-3.0,145.3,25.5
2013-12-05 16:00:00,110.0,-4.0,145.3,54.0
2013-12-05 18:00:00,110.0,-5.5,145.3,90.0
2013-12-05 20:00:00,110.0,-12.0,145.3,78.5
2013-12-05 22:00:00,110.0,-12.5,145.3,27.0
2013-12-06 00:00:00,98.0,-8.0,146.1,40.5
2013-12-06 02:00:00,98.0,-2.0,146.1,32.0
2013-12-06 04:00:00,98.0,4.0,146.1,29.0
2013-12-06 06:00:00,98.0,7.0,146.1,50.5
2013-12-06 08:00:00,98.0,6.0,146.1,30.0
2013-12-06 10:00:00,98.0,1.0,146.1,24.5
2013-12-06 12:00:00,98.0,0.5,146.1,22.0
2013-12-06 14:00:00,98.0,-2.0,146.1,39.5
2013-12-06 16:00:00,98.0,0.0,146.1,83.0
2013-12-06 18:00:00,98.0,3.0,146.1,38.0
2013-12-06 20:00:00,98.0,-1.5,146.1,90.0
2013-12-06 22:00:00,98.0,-1.0,146.1,53.5
2013-12-07 00:00:00,89.0,5.5,152.3,130.5
2013-12-07 02:00:00,89.0,-2.5,152.3,34.0
2013-12-07 04:00:00,89.0,-6.5,152.3,60.5
2013-12-07 06:00:00,89.0,-7.0,152.3,181.5
2013-12-07 08:00:00,89.0,-6.0,152.3,33.5
2013-12-07 10:00:00,89.0,-5.0,152.3,84.5
2013-12-07 12:00:00,89.0,-5.5,152.3,86.0
2013-12-07 14:00:00,89.0,-1.0,152.3,32.5
2013-12-07 16:00:00,89.0,2.5,152.3,24.5
2013-12-07 18:00:00,89.0,4.0,152.3,42.5
2013-12-07 20:00:00,89.0,3.0,152.3,182.5
2013-12-07 22:00:00,89.0,16.5,152.3,175.5
2013-12-08 00:00:00,95.0,10.5,160.6,351.5
2013-12-08 02:00:00,95.0,-2.0,160.6,628.0
2013-12-08 04:00:00,95.0,-45.0,160.6,286.0
2013-12-08 06:00:00,95.0,-45.5,160.6,237.0
2013-12-08 08:00:00,95.0,-61.5,160.6,264.5
2013-12-08 10:00:00,95.0,-45.5,160.6,85.5
2013-12-08 12:00:00,95.0,-35.5,160.6,103.5
2013-12-08 14:00:00,95.0,-32.0,160.6,141.5
2013-12-08 16:00:00,95.0,-31.5,160.6,566.5
2013-12-08 18:00:00,95.0,-32.0,160.6,308.5
2013-12-08 20:00:00,95.0,-33.5,160.6,202.0
2013-12-08 22:00:00,95.0,-32.0,160.6,40.5
2013-12-09 00:00:00,142.0,-27.0,163.1,34.5
2013-12-09 02:00:00,142.0,-21.5,163.1,37.5
2013-12-09 04:00:00,142.0,-16.0,163.1,29.0
